,name,time,post,share,like,love,haha,sad,wow,angry,sentiment,Candidate
285,Yao,2018-03-15,"文智在哪裡？
台北走透透─探訪省城隍廟、城中市場",9,750,9,4,0,0,0,0.5,姚文智
286,Yao,2018-03-15,"影片裡「糶手」是花蓮果菜價格守門員，要在產銷兩端中，喊出市場穩定價格。

換到台北，擔任守門員的北農，因連續休市三天，導致菜價大跌，農民血本無歸。柯文哲說，總經理他來派，就可全權負責，坦白講，這跟柯自己說的「脊椎反射」推諉牽拖，有什麼不同？

這次菜價大跌主因，來自於過年後天氣佳、蔬果收獲量大，並遇到首度兩次連三天休市，供需失調。北農及北市府早在去年已決議公休日，但無預判到連三天休市的影響，難辭其咎，農委會當然也有責任。

但，回顧這二年，上次菜價高漲時，柯市長正在為北農人事案大玩政治遊戲（還記得張榮味、韓國瑜這些人嗎？）；這次菜價大跌時，又將責任推到「人事權」身上。菜賤傷農，人心更傷農，完全未顧及農民生計，令人無法苟同！

#姚文智翻台北
#菜賤傷農
#守門員",26,178,0,6,0,2,8,0.5714285714,姚文智
287,Yao,2018-03-15,"向市民提案! 3D政策影片《翻轉西區SKYLINE》
<f0><U+009F><U+0091><U+0089>https://youtu.be/CcRWOXBnWRg

市長是城市CEO身分，參選市長，就是要爭取擔任城市的CEO，也因此有責任說明對於城市問題的解方。在今天，我正式「向市民提案」，發布首支3D政策影片《翻轉西區SKYLINE》，提出對台北市都市再生的政策及願景，要給台北市民最具體、最有創意的提案。

淡水河右岸「SKYLINE計畫」是由市府主導大街廓的都市更新，透過都市再生連結水岸改造，未來將活用公辦都更，以「容積全部免計」當公共設施規劃的誘因，讓環河南北路的水岸景觀，不再被九米高的堤防擋住，傾全力匯集民間的資源，恢復西區風華，。

今日恰巧是節氣上的「驚蟄」，春雷一聲響，萬物甦醒；在驚蟄之後，氣溫也會逐漸升高。我有信心，我的《翻轉西區SKYLINE》提案，會獲得市民朋友的肯定和支持。 

#SKYLENE計畫
#姚文智翻台北",26,1064,11,8,1,0,19,0.8,姚文智
288,Yao,2018-03-15,"向市民提案！<f0><U+009F><U+0091><U+00A8><U+200D><f0><U+009F><U+0092><U+00BB>

<f0><U+009F><U+0093><U+00A3>姚文智首支政策影片「SKYLINE 3D CITY」

翻轉西區 重磅上映！<f0><U+009F><U+008E><U+00A5>",57,524,21,7,1,0,2,0.5,姚文智
289,Yao,2018-03-14,姚文智《翻轉西區SKYLINE》發佈會,8,287,5,1,0,0,0,0.5,姚文智
290,Yao,2018-03-13,"一早的華山文創園區，好不熱鬧，有爸媽帶小朋友來排隊看巧虎特展；也有年輕朋友等著欣賞新海誠展。我也趁著周末假期，來看看台灣原生的文創展覽。

今天受老同事邀請，欣賞台灣原創 #圖文插畫家 的創作，不只是跟展區作品互動拍照，也體驗了有趣 #AR擴增實境 技術。連著兩天，從昨天的同人誌展到今天的插畫創作，我實地的感受到台灣年輕一代的創意，實在驚人！

我認為，台北沿著淡水河岸和舊鐵道一帶，是一連串重要的文創、新創聚落，未來應把都市空間讓更多年輕人運用在各種創意產業的投入，讓台北成為匯集時尚、工藝與美學的國家首都。

明天上午，我將在電影院發布首支政策影片，走進虛實整合的3D空間，訴說對台北的政策及願景。

#華山1914文化創意產業園區
#台灣插畫家創意滿滿",6,333,10,3,0,1,1,0.7692307692,姚文智
291,Yao,2018-03-13,"<f0><U+009F><U+008E><U+00A4>姚姚K歌伴唱<f0><U+009F><U+008E><U+00A4>

地方行程跑攤常會受邀上台唱歌，但打開我的歌單好像也該練些新歌了<f0><U+009F><U+0098><U+0085>。

今天唱《挪威的森林》<f0><U+009F><U+008E><U+00B8>，歌聲還可以吧<f0><U+009F><U+00A4><U+00A3>？

#姚姚歌單<f0><U+009F><U+008E><U+00BC>
#你的主打歌是哪一首呢？<f0><U+009F><U+008E><U+00A4>
#姚文智翻台北",36,329,1,3,0,2,0,0.5,姚文智
292,Yao,2018-03-12,"看見台灣軟實力！
協助整合主流與同人誌動漫畫社群，在台北更大的場地辦展。

台灣同人誌創作能量不容小覷，今明兩天在台大體育館舉辦的台灣同人誌販售會就有1600個攤位，喜愛動漫的年輕朋友應是逛得很過癮。我也在主辦人和漫畫家朋友的解說下，藉由這個平台看到許多才華洋溢的創作者作品。

日劇《重版出來》演出了漫畫出版社編輯發掘新人漫畫家的過程，未來我願意協助整合台灣主流與同人動漫畫社群，在台北找到一處更大的場地辦展，讓更多優秀的漫畫家作品能被看見，未來也有機會出版發表。

CWT 台灣同人誌販售會-活動札記
#姚文智翻台北",17,192,6,0,0,0,0,1,姚文智
293,Yao,2018-03-11,"<f0><U+009F><U+0093><U+00A3>姚姚元宵猜燈謎大賽謎底揭曉，您答對了幾個？
祝大家元宵節快樂<f0><U+009F><U+008E><U+0087>~

<f0><U+009F><U+008F><U+00AE>聖母瑪利亞<f0><U+009F><U+0091><U+0089>天母
<f0><U+009F><U+008F><U+00AE>大官的宿舍<f0><U+009F><U+0091><U+0089>公館
<f0><U+009F><U+008F><U+00AE>山明水秀<f0><U+009F><U+0091><U+0089>景美
<f0><U+009F><U+008F><U+00AE>南軍歸順<f0><U+009F><U+0091><U+0089>北投
<f0><U+009F><U+008F><U+00AE>這裡無文盲<f0><U+009F><U+0091><U+0089>士林
<f0><U+009F><U+008F><U+00AE>世界和平<f0><U+009F><U+0091><U+0089>大同或大安",80,321,7,4,0,1,0,0.75,姚文智
294,Yao,2018-03-10,"<f0><U+009F><U+0093><U+00A3>姚姚元宵猜燈謎大賽登場!
祝大家元宵節快樂~<f0><U+009F><U+008E><U+0087><f0><U+009F><U+008E><U+0086><f0><U+009F><U+008E><U+0089>

#今晚9點公布答案
#猜台北地名
#用估狗大神找答案會變小狗
#姚文智翻台北",10,917,15,20,0,1,4,1,姚文智
295,Yao,2018-03-09,"元宵元宵圓 闔家大團圓
市長選文智 平安大賺錢

今天上午到內湖 #週美里 拜訪結束後，助理竟偷偷幫我加了一個特別的行程，安排我去「搖元宵」。起先還以為元宵製作只是一塊蛋糕不費力，沒想到搖下來真的是汗流浹背，我想應該是補足不少運動量了。

週美里黃俊壽里長是我多年的好友，黃里長同時也是一名手藝精湛的麵包師父，傳統的糕餅點心通通難不倒他。今天拜師學藝，在黃里長的指導下體驗了人生第一次的搖元宵，我也迫不及待想要嘗嘗我的「姚姚牌元宵」了。

#姚姚搖元宵
#姚文智翻台北",88,922,11,24,0,10,49,0.625,姚文智
296,Yao,2018-03-09,"紀念228，我主張明年此刻，中正廟的銅像應該清除！

時程應該如此：

2018年，立法院廢止「中正紀念堂管理處組織法」、促轉會掛牌運作。

2019年228前，威權象徵/中正廟銅像及其他銅像全數清除。

2020年，中正廟建築與空間經公民審議後重新利用，我主張改為「故宮二館」，未來發展「首都文化園區」。（曾提及的菜市場是臨時性的，另文再說）

今天紀念活動，重要人物都講了話，我都不反對，但是「不必為了歷史考證，延遲了威權象徵的清除」，我認<U+7232>那是兩回事。

柯市長被受難家屬代表稱為「2016落跑市長」，讓我們嚇一跳，但他引用名人說的「和平對話」實在是不知所云。台灣分期付款的民主與轉型，本就是一路「對話」而來，只是終需有一個最後結論，才能展開新局！

今有一份民調說，台北這個「天龍國」對於柯不拆蔣介石銅像有近70%支持，我認為這是解讀錯誤。

台北市民其實是「厭煩」於經年累月的爭議。如果改問：「支不支持盡快處理，然後趕快放眼未來，不再糾纏於威權轉型的紛擾」，絕對更多人舉雙手支持！

228已70餘年了，真的快刀斬亂麻，速速告別威權，「向前看！」勇敢跨步走向台灣的新時代。

#紀念228 #告別威權",58,277,7,3,0,0,0,0.52,姚文智
297,Yao,2018-03-09,"對威權無感，柯市長價值跟國民黨如出一轍！

1987年，我第一次參加二二八活動，接下來的三十年間，威權統治者國民黨總是不斷說，「要向前看，不要再拿意識形態做文章」。

昨日我點出柯市長「該推動的事都沒做」，沒想到柯回應「不要做意識形態的操弄，或政治運用」，竟與老K如出一轍。

如果連228，柯市長也跟過去國民黨一模一樣？充滿權力傲慢與眷戀。請問我們有何理由再跟你合作？柯文哲市長的價值理念已與我們完全南轅北轍！

回頭看柯入主市府三年餘，台北市78處的蔣介石銅像都沒移除（反觀賴清德擔任台南市長時統統移除）；無論二二八紀念館、文化、教育相關預算均無增加，亦無文學、戲劇、影視、其他相關創作的協助或產出。（看看韓國近年推出的「我只是個計程車司機」等三部光州事件的電影）。

卻只看到市長228大張旗鼓去騎車；不顧黨產會，將劍潭青年中心繼續賤租給救國團；立法院通過《促進轉型正義條例》，你急忙警告「不要變成勝利者的勝利！」天哪！

而大家昨天問起，「好吧！那你自己說，為了228你做了什麼？」柯市長竟還賴給《促進條例》，說才剛通過，細節看怎麼執行...

以上，有哪一件冤枉你呢？

反過來說，過去的柯語錄，一面指出轉型正義面臨「只有受害者、沒有加害者」的困境時，另一面又說「不一定要去追究誰是元凶」，蛤？接下來，反對清除蔣介石銅像及吹捧「蔣經國晚年功大於過、是時代的政治典範」，這些，是不是在操弄政治嗎？

228事件已經71年，蔣介石已離世43年，台灣解嚴已31年，不能趕快用「這二年」實踐轉型正義，釐清真相後，真正實現公義、和解，然後，「邁開大步向前走」嗎？",19,2151,39,125,5,13,26,0.4594594595,姚文智
298,Yao,2018-03-08,"記者問我為何來參加二二八活動？我忍不住回答：「1987年我就參加了啊！」公義社會尚待最後努力，當然還是「一來再來」！

沒錯，31年過去了，真是於心有愧。我經歷過閣員、地方官員、國會議員，但是二二八的真相卻未釐清落定，國家還是不斷在所謂的「轉型輪迴」，永無終止。

我看到今天活動的貼紙，是複製1987年「#公義和平228」運動的標誌，至今記憶猶新。我曾保留那年印有運動標誌的手帕，直到十年前搬家遺落。

記得當年，風聲鶴唳，人人警悚，那是突破戒嚴禁忌、40年來的第一場228活動，我唸大三，揪了同伴，肅穆戒慎地混在貴陽街艋舺長老教會的人群中，深恐被抓耙子拍照。

那一年最勇敢的主辦者除鄭南榕已殉難，陳永興、李勝雄、林宗正牧師都跟我成為忘年好友，今天看到仍是他們三人領頭，更加感慨。

這幾年，漸漸地社會上出現了一種似是而非、「呼應舊國民黨」的說法，要大家別再糾纏，要往前看，「都七十年了，放下吧！」……云云

我的看法，可以放下，可以往前看，所以更應該加快腳步和速度，徹底、快刀斬亂麻地還原真相，去除威權圖騰，徹底除魅，才能讓轉型正義早日實現，擺脫糾葛，「早點向前看！」",6,265,7,1,0,0,0,0.5789473684,姚文智
299,Yao,2018-03-08,"<f0><U+009F><U+0093><U+00A3>春節放九天，開春正能量我來推動！

2014年，我早已提案修法「#國定紀念日及節日實施條例草案」，主張春節9天假法制化，隨著新會期開議，我會極力推動優先修法，讓大家用滿滿的正能量迎接開工<f0><U+009F><U+0092><U+00AA>。

今年春節僅有6天假期，初四北返收假車潮高達79.6萬輛車次，創下歷史新高紀錄，大家塞出了一肚子怒氣<f0><U+009F><U+0098><U+00A1>。

根據統計，放9天的年度因假期長車流量分散，塞車情況較為舒緩，觀光產值更是大幅增加，我曾比較2013年放9天和2014年放6天相比，就高達百億的收入差距。此外，台灣的工時又沒有固定長假，若將春節法定放9天也可讓勞工朋友充分獲得休息，舒緩工作壓力。

從2007年統計至2057年長達半世紀的時間，有31個年度的春節假期符合九天彈性連假慣例，比例高達6成。換算之，若是每年都固定放9天，平均下來每年僅多放1.2天假，對工商企業界影響並不大。春節放9天，不但有助於觀光事業發展、工商運作順暢；同時可有效分散車流，提升交通運輸調度效率；並能舒解國人工作壓力，能畢其功於一役，多贏的局面何樂而不為呢？ 

春節法定放9天，是我一貫主張，從馬政府時期開始，不斷透過公聽會、記者會、質詢推動相關修法；新政府上台後，我也曾數次當面向賴清德院長說明、溝通主張，新會期開始，將力推早日三讀。

#開工咖啡買一送一不再小確幸
#春節年假放9天喝白開水也嗨
#姚文智 
#姚文智翻台北",28,323,5,3,0,2,1,0.652173913,姚文智
300,Yao,2018-03-07,"<f0><U+009F><U+0093><U+00A3>初六上班日！我來直球對決！

過年期間除了到日本演講「首都市長的台灣價值」，還接受陳雅琳主播專訪。

除了討論台灣價值外，也將解析各式各樣的民調，告訴您為何民進黨在三強鼎立下有機會贏回首都執政權；為何要推動都市再生、廢松機變公園等對台北的信念，以及首度曝光蔡英文主席私下找我會談的獨家內容，精彩內容今晚10點請鎖定49台壹電視「10點上新聞」！

<f0><U+009F><U+0099><U+008B><U+200D>♂動動手點網址，邀請您加入《姚文智翻台北》官方LINE<f0><U+009F><U+0099><U+008B><U+200D>♀
<f0><U+009F><U+0091><U+0089>goo.gl/DKPp3q",17,214,3,2,0,0,0,0.6666666667,姚文智
301,Yao,2018-03-07,"<Cities：台北城市論壇 - 黃志弘 / 市民生活看見國際城市<U+7EFC>合競<U+4E89>力指標建設>

台北的國際競爭實力到底在哪裡呢？ 2017年《全球實力指數》中台北市從去年的33名繼續滑落到36名，其中的「文化互動」一項更是極度欠缺到居全球44個重要城市之末，不禁要問：台北到底怎麼了？

台北科技大學設計學院長期與歐、美、亞等地區的學術機構建立國際學術合作關係，黃志泓院長關注的不僅僅是建築及工業設計方面的趨勢，他更認為透過別的城市提供我們座標，我們才能知道自己城市的問題所在。

<f0><U+009F><U+0091><U+0089>完整內容：http://yaotrendingtaipei.com/article_con.php?type=1&id=32

＃姚文智
＃台北城市論壇
＃黃志弘教授",68,298,14,4,0,0,0,0.5833333333,姚文智
302,Yao,2018-03-06,"哇塞！大過年，沈玉琳、詹惟中怎麼跑來我的國會辦公室？原來是來幫我看看風水、洞燭機先。

可能很多人不知道，我的辦公室擁有全立法院唯一植生牆，也是我對台北的信念彰顯。想知道詹惟中怎麼看這座植生牆嗎？想知道風趣的沈玉琳說我像哪個藝人嗎？想知道斷事如神的詹惟中遇上我，會擦出什麼樣的火花？

大家輕鬆一下，不妨也跟著沈玉琳、詹惟中一起來看看我的辦公室，看看大師怎麼評斷我的今年運勢！

【琳惟不亂看選戰－姚文智篇】
<f0><U+009F><U+0091><U+0089>https://goo.gl/q64Ci2

＃威廉沈果然浮誇
＃有女性貴人相助
＃姚文智
＃姚文智翻台北",351,259,2,1,1,6,9,0.875,姚文智
303,Yao,2018-03-05,"<Cities：台北城市論壇 - 李欣龍 / 創意城市的國際魅力>

打開李欣龍的經歷，脫不了”創意”兩個字，但見他穩重的態度和我們時下所見跳tone的創意人士，似乎有些距離。

認真聽他從”Place所在”出發，李欣龍談的不只是只有土地、空間、建築這些硬體，還有想像、記憶和認同，更不可或缺的是”人”。

創意城市，不能只是煙火，而是人與所在的永續發展，是創意產業所形成的創意經濟，是進口和輸出；來聽聽看李欣龍的說法。

<f0><U+009F><U+0091><U+0089>完整內容：http://yaotrendingtaipei.com/article_con.php?type=1&id=31

＃姚文智
＃台北城市論壇
＃李欣龍
＃Ted大安森林公園",37,1150,31,6,0,4,18,0.8,姚文智
304,Yao,2018-03-05,"哥追的不是劇，是台北未來！

從去年九月份開始製作【Cities台北城市論壇】節目到現在，也已經半年了，要當好一位製作人的角色不容易，從主題發想到邀請來賓討論，再到現場的錄製、後期的剪接，都十分地費工。但一路堅持下來，看到那麼多關於台北城市空間再造的好影片誕生，非常欣慰。

身為製作人的我也特別向大家推薦六個精選主題：唐鳳《從社會企業到社會創新》、劉克襄《被台北忽略的荒野》、郝廣才《七大有感，文化之戰》、張基義《城市美學》、林盛豐《巴塞隆納能！台北能不能？》，以及由我親自上陣的《廢機場變公園》。希望大家過年除了上網追劇外，也能抽出30分鐘的時間，追台北的未來。

線上收看<f0><U+009F><U+0091><U+0089>http://yaotrendingtaipei.com/city.php

#姚PD就是我
#台北城市論壇
#看我的五大政策翻轉台北
#姚文智
#姚文智翻台北",14,830,32,14,0,6,9,0.6666666667,姚文智
305,Yao,2018-03-05,"【首都市長四責任　要彰顯台灣獨特與優先】

大年初三這一天，很榮幸多達數十個日本僑社，邀請我前往東京帝國飯店演講。

何謂台灣價值？我的定義不同於只追求進步、普世的「台北價值」，而是更要彰顯台灣的獨特性、優先性。台北作為國家首都，必須為台灣分擔重責，把台灣價值當作實現台灣最大利益的標準。2022年，我期盼台北能重現「台灣博覽會」具體實踐台灣的進步價值。

我認為首都市長責任有四，包括「實現轉型正義」、「對等國際交流」、「文明價值的彰顯」、「進步城市的發展」。一座落實台灣價值的首都，轉型正義要趕緊實踐，與其他國際城市合作要對等，文化古蹟要保存維護、老舊都市的再生要加速。

細數政治前輩的論述，李登輝前總統曾提出「台灣生命共同體」，從悲哀的台灣人，經歷民主成就與經濟發展，讓台灣慢慢轉型變成幸福國家，相對中國，他認為雙方是「特殊國與國的關係」。

全程在場的謝長廷大使過去也提出「四大優先」，其中「台灣優先」，是以國家、人民、利益為最重要；小英總統則提「台灣共識」，透過凝聚共識，台灣人民可以共同並肩作戰。這些都是極為重要的台灣價值定義，且透過不斷辯論，愈辯愈明。

若從中國的角度來看，台北一直是邊陲，其發展因此受限；但作為台灣價值代表，台北是核心，是一座獨立、自主的城市，應以國家首都定位去發展。

身為台灣一分子，我相信各位僑社同胞與我有共同想法，那就是「台灣是唯一的祖國，拚生拚死都要為台灣打拼，哪怕離開再遠，都要關心自己的土地與國家」。

台灣與日本，同樣面對來自中國與天災的威脅與風險，兩國休戚與共。感謝這次日本對台灣的關切，也感謝僑社對故鄉台灣如此疼惜。

#姚文智
#姚文智翻台北
#台灣價值
#國家首都",24,307,13,3,1,1,2,0.85,姚文智
306,Yao,2018-03-04,"<Cities：台北城市論壇 - 姚文智 / 解開內湖交通結>

紅32．518．棕9．204，這可不是什麼數字祕碼，生活圈在內湖的朋友可一定不陌生，沒錯，這就是內湖地區載客量超高的幾路公車。

平面道路、快速道路、公車、捷運、停車場、與日俱增的人口…內湖交通千千結！但這結也不是不能解，我從停車落點，水陸空三方動線切入，整合相鄰的新北市和基隆市，由點而線而面！

如果你關心內湖的交通，或是正陷在內湖車陣裡，來聽聽我如何解開內湖交通結。

<f0><U+009F><U+0091><U+0089>完整內容：http://yaotrendingtaipei.com/article_con.php?type=1&id=35

＃姚文智
＃台北城市論壇
＃解開內湖交通結",27,838,12,8,0,0,3,0.6666666667,姚文智
307,Yao,2018-03-03,東京演講：「首都市長的台灣價值」！,6,404,8,6,0,4,1,0.5,姚文智
308,Yao,2018-03-03,東京非常盛大的新年會,21,1010,13,7,0,2,9,0.5,姚文智
309,Yao,2018-03-02,"各位午安，初三好天氣，有到處走春拜年嗎？我已飛抵東京，稍後台北時間16:30，打開手機來看我的日本演講直播吧！我將在東京帝國飯店演講「首都市長的台灣價值」！

這是全日本最重要的台灣社團聯合舉辦的新年會，謝長廷大使、日本台灣交流協會理事長谷琦泰明及多位日本國會議員均會到場參加。

對我來說，這是一場很重要的演說（不由得嚴肅起來了！），我會從最近台灣價值的討論起頭，談到台北從建城百餘年來，逐步作為中心城市、國家首都，首都市長應當扛起的角色與責任！

歡迎收看與指教！",65,857,13,16,1,0,3,0.8888888889,姚文智
310,Yao,2018-03-02,"<Cities：台北城市論壇 - 姚文智 / 台北大規模都市再生>

我常常提到“公寓五樓葬禮”的故事，其實是很常見於台北市的老舊社區。

擁有57萬戶老舊建物的台北市，不僅都市更新的時間跟不上市民逐年老去的速度，更多潛藏的天災人禍正在增加老舊社區崩壞的風險。

 “公寓五樓的葬禮”是不是能有不同的結局？我認為只有用空間趨動都市的改革，加速大規模的都市再生，才能帶動整個城市的未來發展，帶給市民真正的幸福。

<f0><U+009F><U+0091><U+0089>完整內容：http://yaotrendingtaipei.com/article_con.php?type=1&id=34

＃姚文智
＃台北城市論壇
＃都市再生",57,145,3,1,0,0,0,0.7692307692,姚文智
311,Yao,2018-03-01,"今天陪同蔡英文 Tsai Ing-wen總統到覺修宮和保安宮上香，我也應景打上喜氣的紅色系領帶，小英總統注意到了，虧我說「帥哦！」；到保安宮參拜時，還把我拉到身後，要個子比較高的我，站在他後面。
 
大過年，媒體還是選舉話題，關心民進黨在台北市是否會提自己的市長候選人? 我的答案ㄧ樣，基層的態度也非常清楚，那就是全面執政的民進黨應在首都市長選舉提出願景、政策和人才。

其實不管民進黨台北市長候選人將派出白馬或是黑馬，相信只要甘願為這城市做牛做馬，我很期待大家都站出來，進行一場「接近初選的初選」。

我認為，民進黨2018北市這一局，這個春節進入重新盤整的狀態，相信只要提出自己的人選，方向明確之後，民調就會板塊移動，將會證明民進黨在台北市的三足鼎立中，會以團結、價值和理念爭取到勝利，#贏回首都！

#要來囤貨紅領帶
#明年我當市長站小英旁邊
#蔡英文",41,342,12,9,0,0,2,0.9375,姚文智
312,Yao,2018-02-28,"<Cities：台北城市論壇 - 姚文智 / 西區翻轉>

美麗的城市必定是從一條美麗的河流誕生！淡水河是台北市的母親之河，依偎著淡水河，台北市西區一段穿越百年時光的劇碼從未罷演，像一艘飄盪的小船，從百年前擺渡到現代…

淡水河岸邊的建築物黯淡了、褪色了，但是百年前的繁盛豈甘寂寞，民俗文化和信仰傳統，豐厚的底蘊在等待老城區的風華再現！

SKY LINE計畫要帶領西區全面翻轉，徜徉在藍色公路，欣賞美麗的河岸景緻，老城區未來還要風光一百年！

<f0><U+009F><U+0091><U+0089>完整內容：http://yaotrendingtaipei.com/article_con.php?type=1&id=33

＃姚文智
＃台北城市論壇
＃西區翻轉",26,1294,37,12,8,4,60,0.7272727273,姚文智
313,Yao,2018-02-25,"【新正年頭，開春好天氣】
今天是大年初一，一早陪同賴清德院長到指南宮上香參拜，感謝賴院長替我加油，以及熱情民眾的鼓勵。

祈求國家風調雨順、國泰民安，台灣價值能真正被體現，自己參選台北市長得到神明庇佑。

明天上午我將陪同蔡英文總統至保安宮祈福；初三接受日本台灣醫師會邀請，前往東京發表「首都市長的台灣價值」的演說，屆時會開直播與大家分享，敬請期待！

#姚文智
#姚文智翻台北
#政大周遭由我帶路
#忙裡偷閒搭貓空纜車",21,467,4,1,0,1,16,1,姚文智
314,Yao,2018-02-24,"<Cities：台北城市論壇 - 姚文智 / 廢機場變公園>

”You've Got Mail （電子情書）”電影中，梅格．萊恩和湯姆．漢克在紐約中央公園花草水池邊跑步、浪漫擁吻，多麼美好的畫面！台北是不是也可以擁有一個這樣的大中央公園呢？

松山機場橫亙在台北的核心地區，妨礙了這座城市的發展，桃園機場其實足以解決大台北國際交通、國家維安…等種種問題。

廢機場變公園，我就是要圖利全台北市民，一座400公頃、綠草連天的”台北大中央公園”是多麼值得期待！

<f0><U+009F><U+0091><U+0089>完整內容：http://yaotrendingtaipei.com/article_con.php?type=1&id=30

＃姚文智
＃台北城市論壇
＃廢松機變公園",3,1898,45,6,16,4,11,0.7142857143,姚文智
315,Yao,2018-02-23,"老爸不在的第一次過年，竟有老弟第一次煮年夜菜

#年夜飯
#除夕",32,221,7,1,0,1,2,0.5,姚文智
316,Yao,2018-02-21,"<f0><U+009F><U+0090><U+00B6>毛小孩輪值年 姚文智來拜年
團圓時刻，幸運被領養的毛小孩陪同姚文智，用最十全十美的心意，祝福您狗年旺旺來。

#以領養代替購買  #推動友善動物城市
#姚文智翻台北 #台灣犬勝",12,916,12,6,0,2,13,1,姚文智
317,Yao,2018-02-20,"<Cities：台北城市論壇 - 姚文智 / 第二胎國家養>

總是聽到哪所學校招生不足，哪裡又要廢校了；曾經老松國小有11,100個學生是全世界最大的小學，2016年卻只剩下458個學生了。

台灣生育率年年都在減少，在全世界排名一直在倒數前三名游移。

你或許覺得別人生不生小孩和你有什麼關係？1965年台灣從20.7個青壯世代養一個老人，50年後僅剩下5.6個，這個責任誰都躲不了。

生育率和國力分不開，我的”第二胎國家養”政策，就是和未來世代站在一起，共創台灣希望的新生！

<f0><U+009F><U+0091><U+0089>完整內容：http://yaotrendingtaipei.com/article_con.php?type=1&id=36

＃姚文智
＃台北城市論壇
＃第二胎國家養",20,128,2,1,0,0,0,0.5555555556,姚文智
318,Yao,2018-02-20,"「錢錢」來也！祝福大家十犬十美，台灣犬勝！

前陣子跟毛小孩們一起拍的賀歲短片趕在小年夜發佈了，可愛的米格魯犬錢錢和狗主人小鄭，今天也特別出席發布記者會，現場氣氛變得萌萌噠~我也特別送上拍片酬勞：「寵物零食禮盒」給錢錢過年加菜！

回想小時候家中曾經養過狗和貓，現在則是貓奴，完全被喵星人收服！但我心中一直想養一隻大狗作伴，但又因擔心沒有時間陪伴而作罷。

拍攝時看到每一位領養毛小孩的主人用心付出，覺得十分感動，也希望大家能更關注動保議題，讓生活在台灣的毛小孩，都能妥善被照顧，真正的「台灣犬勝」！

廣告理論中有個3B法則，指的是Beauty(美人)；Baby(幼兒)；Beast(動物)，這次挑戰了跟狗狗拍片，大家下次希望看到我跟誰一起同框呢？

也跟大家拜早年，祝福大家十犬十美，台灣犬勝，新年快樂，狗年旺旺來！

#姚文智 #姚文智翻台北 #十犬十美 #台灣犬勝

狗年賀歲短片觀看網址：https://youtu.be/vc2adOmavBQ",9,1286,17,45,0,4,10,0.7222222222,姚文智
319,Yao,2018-02-19,"<Cities：台北城市論壇 - 劉克襄 / 被台北忽略的郊野>

一座存在國際都市裡的原始森林裡，一個在城市郊野生活、旅行的土地觀察家，劉克襄帶著我們走過台北的郊野淺山。

木頭拱門登山口＋手作步道＋山頂的三角點＋一個美學標誌 - 水泥化 - 違章建築＝台北郊野的新形象

走在郊野山徑，劉克襄也是一個修路的人，一個正在修一條對土地和自然的熱愛、對城市的遠見和尊重的長路，讓我們一起加入這條修路的行列吧！

<f0><U+009F><U+0091><U+0089>完整內容：http://yaotrendingtaipei.com/article_con.php?type=1&id=27

＃姚文智
＃台北城市論壇
#劉克襄",119,137,2,0,0,0,0,0.7777777778,姚文智
320,Yao,2018-02-19,"「#傾聽，是最安靜的力量。」我永遠站在市民這邊！

柯市長，東門市場改建不該延宕，請扛起責任！將地震數據危言聳聽，推動都更卻如此漫不經心！

今早到東門市場向民眾拜年問候，也非常感謝 阮昭雄議員和 台北。生生不息。王閔生議員兩位民進黨前發言人及當地里長相陪。其實東門市場我很熟悉，不久前才參與一旁的聖母宮天上聖母遶境，所以我對改建進度特別關心。

柯文哲市長就住在附近，但市場改建卻延宕了三十年，柯市長的三年多也沒進度，效率實在太慢。

2015年初，東門市場所在文祥里李里長，曾當面建議以市場改建為核心，整合周邊私有產權進行「大街廓的公辦都更」；賴清德擔任行政院長後，去年底答應租借華光特區特二基地，供東門及南門市場作為中繼場所，「#已不必穿西裝改西裝！」但是柯文哲卻不願出面整合周邊三分之一私有土地，反而是讓地方自己去協調，把責任丟給別人，當然就一拖再拖。

在花蓮地震後，民眾開始關心都更議題，不知道柯市長是口誤或危言聳聽？竟說同樣情況發生在台北市，將會倒塌四千戶、死六萬人。試想在台北市每「一戶15人」，有可能嗎？其實應是4000棟才對，柯市長對數據錯誤引用，只顯示出其對推動都更的漫不經心。

市長任期三年來公辦都更績效慘不忍睹，但卻總是推給前朝、殃及好幾任市長，更譏笑市民貪心而卻不檢討自己扛不起推動公辦都更的責任。

我認為，市政府應擔任實施者，東門市場和周邊私有地整合，進行公辦都更，才能創造整個地區最大的利益、讓市場更現代化。市府應該去思考如何在此精華區，除了保留原有特色，也要融入都市更新的概念去推動社會住宅或是其他功能。

台北市需要以公辦都更為核心，來帶動民辦都更的動能，掀起改造台北市地殼的全民運動。因此，公辦都更必須靠一位真正扛起責任、又有戰略及戰術的市長，而不是講空話、推責任而無具體方案的旁觀者。

#都市更新
#地殼改造運動
#姚文智
#姚文智翻台北",2,293,3,0,0,0,0,0.6285714286,姚文智
