"","X","V1","V2","bindtext"
"1309","t_title473","藍營逼簽 柯文哲拒表態反深澳","2018-05-24 17:47"," 台電深澳燃煤電廠因仍有空汙疑慮，興建爭議仍然爭論不休。國民黨台北市議員王鴻薇等人今天下午在市政總質詢時，要求台北市長柯文哲簽名連署，是否願意和新北市聯手共同反對深澳電廠，柯文哲揮手拒絕簽名。柯文哲揮手拒絕在反深澳電廠連署板上簽名。記者徐兆玄／攝影分享  facebook   北市議員王鴻薇等人要求台北市長柯文哲簽名連署反深澳電廠。記者徐兆玄／攝影分享  facebook   "
"1310","t_title474","柯宋合體？柯文哲：親民黨聯合造勢 我會去","2018-05-24 13:58"," 外傳親民黨將邀柯文哲參加6月上旬的記者會，有可能促成柯文哲和親民黨主席宋楚瑜「柯宋合體」。媒體詢問柯和親民黨合作的可能，柯說，原則上朋友要多、敵人要少，不過，針對這場親民黨舉辦的聯合造勢活動，柯說「會啦，我會去」；而宋主席會出席嗎？柯說「應該會吧」。 柯今天上午參加在松山區健康公宅舉行的松山老人服務暨日間照顧中心與健康托嬰中心聯合開幕典禮，會後接受媒體聯訪表示，他每一、兩個月都會跟老宋講話，兩人本來就很好。媒體再問，最近宋楚瑜有給他什麼建議？柯說沒有。 柯宋合體？去年台北市長柯文哲（左）出席親民黨「2017民主開新營」演講，主席宋楚瑜送書法勉勵，兩人熱切互動。 圖╱聯合報系資料照片分享  facebook    至於自己有可能和無黨籍議員候選人陳政忠、李慶元和徐立信等人結盟嗎？柯說，也不是說結盟吧，就是「朋友要多、敵人要少」。 媒體詢問，現在重要市政活動民進黨議員一個都沒有來，跟柯切割得蠻嚴重，柯認為這是短期情形，還沒有提名前，當然要避諱。 至於大家現在對「友柯議員」的頭銜避之唯恐不及，柯說，這也是台灣政治很大的問題，兩極對立如藍綠，不是朋友就全部都要變成敵人，他倒覺得應該要反過來，不是敵人就是朋友，整個政治思維需要調整。 "
"1311","t_title475","東京論壇促永續發展 北市參與連署宣言","2018-05-23 20:17"," 台北市環保局今天指出，為促進都市永續發展，日本東京都政府邀請全球22個城市，於22、23日舉行「東京論壇」。環保局長劉銘龍代表台北市政府參加論壇，並連署東京宣言。 環保局發布新聞稿指出，東京論壇今年首度舉辦，邀請巴黎、哥本哈根、米蘭、雪梨、奧克蘭、德班、新加坡、北京、香港、首爾、曼谷、雅加達等城市參加。 環保局表示，東京論壇以「潔淨城市，清新空氣」為主題，主要討論廢棄物管理及空汙改善兩大議題。劉銘龍於大會發表台北市廢棄物減量和環保兩用袋制度，呼應全球減塑目標，並與各城市代表交流。 環保局指出，大會今天進行總結，由主席東京都知事小池百合子與各城市共同發表「東京宣言」，劉銘龍也代表市長柯文哲連署宣言。 宣言內容為：廢棄物管理措施、物質循環及空氣品質改善，為當前首要環境課題。為達成潔淨城市、清新空氣的願景，應加強廢棄物減量與回收，強化循環體系，同時應採取有效空氣汙染管制措施，包括推動汽機車零排放，積極降低細懸浮微粒PM2.5，改善空氣品質。 另外，應提升民眾對環保的熱情、與民間企業合作，共創社會進步的價值。 環保局副局長蔡玲儀告訴中央社記者，劉銘龍這次在東京，特別前往拜會東京都環境局長和賀井克夫，針對建築物節能減碳，邀請東京都7月派員來台提供意見；環保局也規劃明年派員前往東京，就節能減碳議題向日方取經。 由於東京籌辦2020年夏季奧運，正進行「東京2020」獎牌計畫，請民眾捐出廢手機或小型電器，經回收處理，取出金、銀、銅等金屬，預計製成5000面獎牌。論壇開幕時，邀請各城市代表響應，劉銘龍也捐出舊手機，共襄盛舉。"
"1312","t_title476","影／民調變變變！柯又贏丁勝綠天王","2018-05-22 17:57","   民進黨決定自提人選，但到底要推派誰出征台北市長選舉，可能最快本週就會有答案，22號上午新台灣國策智庫發表最新民調，在六都市民對藍綠政治人物的好感度排行中，國民黨新北市長參選人侯友宜排名第一，第二名竟然是與民進黨分手的台北市長柯文哲，好感度贏過第三名的行政院長賴清德與第四名的台中市長林佳龍，幾乎是贏過了綠營眾天王，不過柯文哲聽到這個結果，愣了幾秒鐘，反問記者這個民調該怎麼解讀。而這份民調也顯示，柯文哲在台北市的民調又回升，贏過國民黨參選人的丁守中，分別對戰民進黨的陳菊，賴清德跟姚文智，柯文哲都還是保持微幅領先，對此柯文哲受訪時低調回應，民調每天都在變，看看就好。  台北市長柯文哲出席中等學校優良學生表揚大會。照片台北市政府提供。分享  facebook   "
"1313","t_title477","聯合報社論／兩岸「軟肋」效應讓台灣內外交迫","2018-05-22 01:08"," 蔡英文總統執政滿兩年，許多民調皆顯示蔡總統不滿意度遠高於滿意度。 圖／聯合報系資料照片分享  facebook    《蔡英文執政兩周年》系列之四  蔡英文總統執政兩年，無力提振台灣經濟，又無法妥善處理兩岸關係，這兩點是民眾最不滿意的施政項目。進一步看，「經濟」和「兩岸」因素也有互為因果的作用：兩岸關係無法妥善處理，使得台灣經濟體質變弱，連帶影響社會安定；而國內經濟發展欠佳，則導致中國大陸的惠台政策更顯突出，民眾離心離德。 兩年來，不論蔡英文如何強調維持現狀、善意不變，兩岸關係終究是她最脆弱的軟肋。兩岸關係倒退，不僅立即對觀光、旅館、夜市及農漁契作業者的生計造成衝擊，更導致邦交國流失，導致我國國際參與活動大吃閉門羹，導致企業的兩岸經營陷入窘境，更導致兩岸人民敵意上升，中共機艦繞台成為常態。對這些問題，蔡政府卻似乎不以為意，也無意化解；更惡劣的，是不斷利用這種險峻形勢打「恐嚇牌」，以爭取「反中」選票。 蔡英文就職時曾告訴大家：新政府會妥善處理兩岸關係，維持對話溝通機制；但這項承諾，在她上任不久即宣告作廢。不僅兩岸溝通大門緊閉，協商機制停擺；馬英九時代的「外交休兵」到蔡英文手中，即變成了「外交休克」。撇開兩年喪失三個邦交國不談，衛福部長陳時中昨日跑到世衛大會門外高舉「憤怒牌」，能算「有尊嚴」的國際參與嗎？光靠美國軍售的口惠，又能保障台海什麼和平？ 令人訝異的，不是蔡英文「抗中」立場如此堅定，而是她面對自己的政策造成那麼多人民受苦，造成國家處境變得更為艱難，她卻可以一笑置之，無意調整政策或戰略。更令人訝異的是，蔡總統認為川普總統和自己站在同一反中陣線，因「靠山」安穩而得意；事實上，世局在分合之中不斷變遷，包括南北韓會談、美中貿易對話的進行，各方都在調整自己的位置和策略，唯獨蔡政府的兩岸政策文風不動。這若非僵硬不知變通，就是已然技窮而坐困窮途，不是嗎？ 回頭看蔡英文歷次的兩岸談話，往往說詞堂皇，卻又反覆而充滿矛盾。例如，她多次宣示「維持現狀」的決心，另一方面卻放任賴清德三番兩次表述其「台獨工作者」的志業；她不缺乏善意的表達，卻又讓檢調單位兩度輕率發動「共諜」的蒐捕；她也力求避免踩踏紅線，卻任由修課綱、砍銅像、審出版物、否定兩蔣的風波在社會上發酵，破壞國內和兩岸人民的信任與善意。操弄到這個地步，付出代價的何止是兩岸關係？ 從台灣民眾的角度看，人們其實不在乎民進黨毀棄或承認「九二共識」；人們在乎的，是蔡政府能否提出有效的兩岸策略，既保持台灣的穩定發展，又讓兩岸之間有互容共存的空間，使台灣免於中共的各種擠迫。問題是，民進黨強力否棄「九二共識」，卻又提不出任何可行的替代論述或方案，甚至連柯文哲所提的「兩岸一家親」這樣變通的取巧之道都要橫加干預，要求他改口收回。民進黨政府這種無能又蠻幹的作風，不問國家利益，不管百姓死活，只顧政黨顏面和私心，如何受到人民支持？ 蔡英文近日受訪稱，穩定現狀才能推動改革，前幾任總統花太多時間在外部處理，以至於很多內部改革都未做好。這種說法，完全是推託卸責之辭。陳水扁推動的「烽火外交」，當然不能再重蹈覆轍；但馬英九推促的兩岸和平，一舉葬送在蔡英文手上，她有什麼可誇耀？兩岸關係的急轉直下，已經造成台灣的內外交迫：對內是經濟的不安和打擊，還有社會認同撕裂的分歧；對外則是政府在錯誤的戰場胡亂投注，而台灣拓展國際空間的努力遭到封鎖。這些，都是錯誤的兩岸政策所導致。蔡英文執政兩年，換得一張滿江紅的成績單，她完全愧對民眾託付。 "
"1314","t_title478","吳音寧公款買菜贈家鄉 林聰賢：是做對的事情","2018-05-21 11:27"," 立法院經濟委員會今天請農委會主委林聰賢進行專案報告備詢，針對記者提問北農總經理吳音寧使用公款購買農產品殘貨，轉贈家鄉溪州大庄社區發展協會，引發社會議論，林聰賢表示：柯文哲市長說台北農產公司事情要回到公司治理，而吳音寧購買殘貨一事檢調也在查，吳音寧出發點是做對的事，但他對細節不是很清楚。農委會主委林聰賢（圖）在立院進行專案報告備詢，針對北農總經理吳音寧使用公款購買農產品殘貨，轉贈家鄉社區發展協會，林聰賢表示：吳音寧出發點是做對的事，但他對細節不是很清楚。記者許正宏／攝影分享  facebook   "
"1315","t_title479","若無強棒…綠戰北市呂秀蓮、姚文智擇一？","2018-05-20 00:00"," 民進黨台北市長參選人姚文智出席「TAIWAN TAIPEI潮T店」試營運，說明綠色價值。 記者翁浩然／攝影分享  facebook    民進黨選對會預計本周三前，與目前表態參選台北市長的黨內人選，包括前副總統呂秀蓮及立委姚文智展開協調，據了解，除非另有其他考量人選、並且成功勸進，否則，這兩人若順利完成協調後，是否由其中一人代表參選的態勢即將明朗化。 民進黨預計在五月卅日舉行中執會，選對會勢必在這以前，完成台北市長人選協調作業，並提報中執會通過。 至於民進黨確定自行提名後，年底的首都選舉，也會牽動新北市，兩者有相互影響的連動關係。黨內人士說，國民黨雙北的丁守中、侯友宜，戰力平均，民進黨在新北市提名蘇貞昌，目的是將侯友宜鎖在新北市，民進黨在台北市的布局，若不是提名總統府秘書長陳菊、行政院長賴清德等強棒，蘇貞昌將沒有旗鼓相當的夥伴並肩作戰。 黨內人士說，不同的組合，產生的效應不同，沒有一定好或壞，也要看台北市最後提名的人選。 他強調，民進黨在台北市的主要敵人，是國民黨、不是柯文哲，畢竟，在其他縣市，民進黨的對手都是國民黨，因此，國民黨打柯文哲，民進黨打國民黨，這樣的對戰模式，對民進黨未必是壞事。 另一位黨內人士指出，民進黨與柯文哲之間，現在還存有分手後的情緒，一旦選戰正式展開，民進黨的對手只有國民黨，對柯文哲來說，就算柯文哲認為可以裂解藍軍，但柯文哲也勢必主打國民黨，而不是民進黨。民進黨的策略是先穩住基本盤，再看國民黨與柯文哲的過招，陸續調整策略。 "
"1316","t_title480","「邦交國會一個個失去…」江宜樺預言警醒蔡政府","2018-05-19 12:09"," 蔡英文總統執政兩年，兩岸關係急凍，行政院前院長江宜樺接受《聯合晚報》專訪表示，蔡總統宣示兩岸關係維持現狀，不知道這個現狀是講給誰聽，這根本是倒退，讓兩岸關係雪上加霜。 江宜樺說，目前兩岸關係是全面協商中斷，大陸因對台灣的不信任，對台的演習、軍艦軍機繞台，不斷用武力恫嚇，在這樣的兩岸關係上，未來註定邦交國會一個個失去。 江宜樺表示，馬政府時期，台灣加入世界衛生組織WHA和國際民航組織，現在台灣都被拒絕在外，蔡政府卻用中共打壓欺負的說詞解釋，這是永遠找不出真正原因，蔡政府不願承認九二共識，又找不出新的方案，引發中共反彈，全面關係凍結，中共只會不斷加大軍事和武力恫嚇，遏止台獨勢力。 他說，扁政府時期主張去中國化，認為台灣不是中國一部分，台灣是一個獨立國家，但蔡政府不論在國慶演講、活動計畫甚至貨幣設計，都可從做法中看出，這些不只是去中國化，而是連中華民國也去掉，這對國家本身定位、兩岸關係發展不會有好的結果。 江宜樺指出，中華民國超越政治體制，是個附有文化意涵的載體，透過傳承並發揚中華文化，蔡政府所做的是，創造沒有中華文化意涵的台灣文化，這造成的傷害，比直接否定九二共識還深，政府不該帶頭追求台獨，這對兩岸與國際關係不會有好處。 江宜樺建議，應該說我們是中華民國，才會讓兩岸人民與政權之間的對話可能性增加，而不是把中華文化都不保留，柯文哲講兩岸一家親，受到鋪天蓋地的追殺與圍剿，這不是一個政府應有的態度與氣度，要珍惜兩岸之間可能的良性對話和互動基礎，千萬不要為了意識形態，讓台灣越走越偏。蔡英文總統就職兩周年，行政院前院長江宜樺上午接受《聯合晚報》專訪時，針對蔡政府在經濟、民生、兩岸、外交等政策上提出多項缺失與建議。記者杜建重／攝影分享  facebook   "
"1317","t_title481","郁慕明：柯文哲只要不是墨綠 就有變藍的可能！","2018-05-18 21:45"," 新黨主席郁慕明。聯合報系資料照片／記者余承翰攝影分享  facebook   民進黨決定提名參選台北市長，年底台北市長選舉「三強」出列下，深藍的新黨是否支持國民黨參選人丁守中，或是支持台北市長柯文哲，將對選局造成關鍵影響。新黨主席郁慕明昨天表示，民進黨徵召人選還沒確定，離選舉投票也還有半年，後續變化還很多，新黨會根據各候選人的主張及說服力，經過內部討論，才決定新黨支持的台北市長人選。 針對到底支不支持柯文哲或丁守中，郁慕明強調，要看柯文哲和丁守中未來在選舉過程中提出的主張和政見，要把國家的大方向講清楚，「拿出主張來！」 郁慕明說，新黨原則上不會自己推人參選台北市長，避免再增加台北市長選舉的複雜性，新黨會集中力量搶攻市議員席次，讓有堅定理念、路線的新世代出頭，因為新黨要做對的事，有民意代表能代表人民進入議會監督政府，這是新黨現階段應該要扮演的角色。 談起國民黨台北市長參選人丁守中，郁慕明表示，丁守中是好人，好人能不能成事，要有明確的主張與說服力，如此就可以得到大家的支持。針對國民黨支持者要新黨直接表態支持丁守中，甚至說「老大都派人了」，郁慕明直接表示，「國民黨不是我老大」，新黨雖然是小黨，但新黨有明確的主張和路線，新黨沒有對不起誰，也沒有一定就得支持誰。 對於有人批評，柯文哲就是墨綠，新黨不要被柯文哲騙了，郁慕明回應，當民進黨選擇把柯文哲當棋子般一腳踢開，自己提名人參選 ，就證明柯文哲已不是墨綠，不是墨綠就可以去影響他，「不是敵人就是朋友」。郁慕明反問，藍的人為何不能換個思維，去和柯文哲交朋友，去影響像柯文哲這種已不是極端台獨的人？能不能去結合所有不是民進黨那樣無法無天、獨裁執政的力量，二○二○把民進黨的獨裁政權趕下台？這才是「超越」藍綠！ 郁慕明指出，柯文哲日前雖有所謂為「兩岸一家親」道歉的風波，但柯只是表達對聽了不爽的人說「歹勢」，之後也澄清仍主張「兩岸一家親」，他認為，柯文哲並「沒有變」，他之前講可以有條件支持柯文哲的「條件」也沒有變，柯文哲若能夠選擇做自己，那就是展現對主張的堅持。同理，丁守中也應提出自己的主張，並且展現對主張的堅持。"
"1318","t_title482","丁守中：綠恐派陳菊或賴清德參選 戒慎恐懼","2018-05-18 10:58"," 國民黨台北市長參選人丁守中今天表示，北市長選戰，民進黨非常有可能派出總統府秘書長陳菊或行政院長賴清德出戰，相信選戰將成激烈的三強鼎立，他戒慎恐懼，但也會全力以赴。 民進黨在台北市長選戰將自提人選，陳菊屢被點名。她昨天表示，輔佐總統蔡英文，完成台灣社會的改革，「才是我選擇這個戰場中，最重要的工作」。她相信選舉對策委員會有能力智慧，做最好的決定。 丁守中上午在立法院出席中國國民黨立法院黨團召開的「蔡政府失政兩週年」記者會後受訪表示，民進黨非常有可能派出陳菊或賴清德出戰，若由陳、賴其中一人參選，相信北市長選戰將是激烈的三強鼎立，他也戒慎恐懼，畢竟民進黨掌握中央資源，台北市長柯文哲掌握地方資源，他會全力以赴。 對於若面對陳菊是否有優勢？丁守中說，優勢劣勢就由選民決定，他面對民進黨參選人、柯文哲，沒有略遜一籌，大家各自努力，但是他讓台北更好、更安全、更繁榮的心，24年來始終不變、鍥而不捨，這是別人所沒有的。 他說，目前他還在繼續請益，到選前都會不斷請益，而前台北市議會議長吳碧珠也願意在基層動員方面全力幫忙。"
"1319","t_title483","前行政院發言人胡幼偉：丁守中不要強調藍白或藍綠對決","2018-05-17 19:47"," 前行政院發言人胡幼偉。 圖／聯合報系資料照片分享  facebook   馬英九政府時期的前行政院發言人胡幼偉今天在他的臉書上表示， 如果丁守中問他，他會建議丁：不要強調藍白或藍綠對決；競選主軸只要強調：「讓真正懂市政的人做點正經事」就好！ 他說，丁應該指出：柯文哲在過去四年中，根本沒做幾件正經事；台北市民選市長，是要找個人來做事的，不是來創造政治明星的！這樣，才能打到柯的痛處！"
"1320","t_title484","北市府副秘書長李文英遞辭呈 柯P：簽了","2018-05-17 11:19"," 民進黨選對會昨確定年底大選北市將自提市長人選，確定不再禮讓現任台北市長柯文哲，消息一出即傳出民進黨籍市府副秘書長李文英請辭消息。今早柯文哲出席北市環保局能源之丘2.0啟動儀式，受訪表示，李文英的辭呈已經「簽了」。 現場媒體追問柯文哲，李文英離職柯有無慰留，柯文哲表示「慰留還是有啦」，不過李文英基於個人的政治理念，「她也覺得這樣很為難」，為讓大家都不要為難，因此准辭。而市府副秘書長繼任人選很快就會宣布。 至於未來跟民進黨是否還有合作機會，柯文哲說「合作機會還是很多」中央跟地方還是有很多業務要一起進行，政黨政治「不是那種殺父仇人」。 媒體再追問，市政業務有合作機會，選舉會否也有合作空間？柯文哲則說「我不曉得，未來的事太難預測了」。台北市長柯文哲今早出席能源之丘2.0動工記者會。記者陳靖宜／攝影分享  facebook   "
"1321","t_title485","贈菜訪談有誤？北農、市場處互批","2018-05-16 23:52"," 北農總經理吳音寧動用業務推廣費將大量殘貨買下送回彰化家鄉，再度引發爭議。 圖／報系資料照分享  facebook   北農總經理吳音寧今年2月購買第一果菜批發市場蔬菜殘貨，送給家鄉民間團體引發爭議，國民黨籍議員日前還公布市場處對北農的訪談紀錄，指控吳說謊。為此，北農15日發文市場處，指「訪談紀錄表與受訪人員口述內容不符」，要求修正；市場處雖表示將修正，但也以新聞稿回批，北農經營階層只透過臉書澄清才導致外界指責，雙方一來一往火氣十足。 北農發文市場處表示，5月11日市場處所做的「訪談紀錄表」，內容有「業務部表示無聯絡社福團體及通知市場處、農糧署」等，讓議員認定吳未先諮詢社福團體。公文中還指出，當日訪談結束時，市場處不願讓北農影印留存手寫紀錄，事後卻濃縮為「打字版」的訪談紀錄表，且與口述內容不符。 市場處回應，訪談紀錄表僅是摘要重點，尚未整理逐字稿，當場也請北農受訪人員檢視，確認內容並簽名。 對於北農發函要求修正，市場處表示，將依錄音逐字修正。 但市場處也反擊，吳音寧在臉書發文「請團隊緊急聯絡相關社福團體，同時透過市場處及農糧署發布消息，請他們來第一果菜市場載菜」，但實際上，北農並未與市場處討論聯絡社福團體，也未透過市場處發布消息。 國民黨議員王欣儀、汪志冰表示，吳音寧一開始隱匿買菜一事，被揭發後也避重就輕，至今仍未說清楚疑點。 王欣儀表示，柯文哲之前顧及與民進黨的關係，保住吳音寧總座位置，但吳不管是專業或誠信都不適任，市府應表態撤換。 民進黨議員許淑華則表示，她相信吳音寧想努力做好，但一直神隱不出面說明，不是處理事情的好方法，吳與其寫臉書，不如把時間拿來與外界溝通說明，效果會更好。 至於北農提出購貯基金購買蔬果捐贈社福團體一事，產發局昨邀北農開會，最後結論為購貯基金非社會福利基金，購買批發市場每日拍賣剩餘蔬果不符合穩定批發價格等原始成立的目的，維持原條文未修正，代表北農出席的主秘路全利表示尊重。 "
"1322","t_title486",NA,NA," NA "
"1323","t_title487","黃呂錦茹：藍仍視柯P最強對手 但他已不是「神」","2018-05-16 14:31","  民進黨、市長柯文哲是否分手揭曉，民進黨選對會今天宣布，台北市將啟動徵召提名程序。國民黨台北市黨部主委黃呂錦茹表示，綠營是否自提人選對國民黨沒有影響，目前仍將柯文哲視為最強對手，但柯文哲沒有立場、又沒有作為，已經不在是「柯神」。 黃呂錦茹認為，民進黨徵招提名候選人，對國民黨沒有什麼影響，黨內開始打團結牌，目前假定最強對手仍是柯文哲，但柯文哲施政不好，從大巨蛋、社子島、重陽敬老金等，很多人已經覺醒，發現柯文哲沒有想像中的好。 黃呂錦茹表示，柯文哲市政做不好，又沒有中心思想，哪裡有好處就往哪裡靠，試圖矇騙人家，拉攏藍營選票，一個政治人物沒有立場、又沒有作為的人很糟糕，或許柯仍保有年輕人的票，但已經沒像以前那麼強， 黃呂錦茹認為，柯文哲仍然不可忽視，像民進黨候選人仍不明，可能還在找一個可以打敗柯的人選，但國民黨基本盤已經快速回流，柯文哲已不再是「柯神」。 黃呂錦茹指出，雖然柯文哲的小丑式搞笑行為舉止，獲得年輕人注目，政治人物可以幽默，但不應該詼諧，這反倒成了社會負面教材，市政建設及政治文化不能詼諧跟速食，這次國民黨市長參選人丁守中，堅持20年終於獲得提名，對於年輕人是一個好範例。 黃呂錦茹表示，國民黨基層已經開始凝聚向心力，接下來就是穩紮穩打，她只怕民進黨在選戰後期使出奧步，但若是一個有格調的政黨就不該這樣。國民黨台北市黨部主委黃呂錦茹。圖／本報資料照分享  facebook   "
"1324","t_title488","柯綠決裂？ 蘇煥智：柯文哲將陷入危機","2018-05-16 13:07"," 台北市長擬參選人蘇煥智表示，這個決定對柯文哲影響很大，對民進黨影響也很大，因為和柯文哲分手，不只是台北市會受到影響，其他縣市也會。圖／報系資料照分享  facebook      民進黨選對會確定不禮讓台北市長柯文哲，柯、綠關係等於正式說分手。對此，台北市長擬參選人蘇煥智表示，這個決定對柯文哲影響很大，對民進黨影響也很大，因為和柯文哲分手，不只是台北市會受到影響，其他縣市也會。 蘇煥智說，因為有些挺柯的民眾對於民進黨做出這樣子的決定並不滿意，挺柯的力量到底有多大，現在各界解讀不一，有些人認為柯文哲影響力年輕族群很大，可是如果真正民進黨提名，也許柯文哲影響力不會想像中的那麼大，中央執政不佳，才是問題最大的地方。 蘇煥智還說，民進黨不再禮讓柯文哲，也讓柯文哲陷入危機，因為不僅民進黨整個路線做切割，柯文哲的敵人也變多了，如今很多民間聲音也認為他有違背過去大家對他的期許，覺得前後不一。   domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v492"";var actCode = ""v492"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2018042601', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});"
"1325","t_title489","台北市長選舉 陳菊：基層都希望自提人選","2018-05-16 00:16"," 明天民進黨選對會將決定台北市是否禮讓現任市長柯文哲，總統府秘書長陳菊今天說，她所接觸的忠實支持者，都希望民進黨能自己提名，她還沒碰到說「跟柯P合作很好」的人。 至於柯文哲母親何瑞英日前表示，柯文哲如果今年市長敗選，可能會參選2020的總統大選，陳菊表示，如果柯文哲參選總統，那她對蔡總統的連任會非常有信心，因為台灣社會會擇一個堅定穩定的人，「誰要參選，我們都歡迎」。 陳菊在晚間播出的三立iNEWS「鄭．知道了」節目專訪，談到台北市長選舉表示，基層的民意，不管她在南台灣或到台北，她所接觸的人，只要是民進黨忠實支持者，都會跟她說，「拜託你要跟總統說，一定要自己提名」，她接觸到的支持者都這樣。 陳菊說，她碰到的人，還沒人跟她說「跟柯P合作很好」，沒一個，至少她還沒碰到。 她表示，民進黨選對會做很多思考，各種選項都有可能，不過她覺得民進黨最在乎還是基層民意，民進黨一定知道最後怎麼做，才是符合基層民意的期待。 主持人問到，現在是否還信任台北市長柯文哲，陳菊說，她跟柯文哲沒有所謂信任、不信任。參與公共事務政治的人，一定要讓人民信賴，「我很少看到台灣的政治人物變化多端，今天說的跟明天說的不一樣，有辦法得到人民的信任。」 陳菊表示，她跟柯文哲沒有那麼深切的往來，不過，如果柯文哲當年能夠得到那麼多人支持，應該會珍惜這麼寶貴的資源跟資產。 是否向選對會提出建議，陳菊說，她已經說過，她會告訴選對會，基層對民進黨在台北市長選舉的反應。 柯文哲母親何瑞英曾說，若民進黨在台北市提名，以後雙方互不相欠，被解讀為柯文哲可能參選2020年總統，挑戰總統蔡英文。 陳菊說，任何一個要參選總統的人，面臨任何可能的挑戰，都是很自然；如果柯文哲參選，她對蔡總統的連任，會非常有信心。 她表示，台灣社會會選擇一個堅定、穩定的人，誰要參選，她都歡迎，也覺得沒有什麼，因為對民進黨而言，要看的是改革能完成多少，政績能否帶領台灣社會走出現今困境，這才是重點。至於2020年誰要來挑戰，這是他們的自由，她都尊重，沒有意見。 至於民進黨是否預測到柯文哲2020年可能的動向，陳菊表示，民進黨選對會一定有足夠的敏銳與理解，不過對民進黨來講，這不是重點；民進黨絕對不是因為怕2020年誰要來挑戰，就在這個時候先做一些預防。  domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v493"";var actCode = ""v493"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2018042601', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});"
"1326","t_title490","民調贏過柯P？丁守中：死亡交叉早就出現","2018-05-15 12:05"," 媒體日前公布民調，顯示國民黨台北市長參選人丁守中贏過現任台北市長柯文哲，呈現「逆轉勝」，對此，丁守中今受訪時表示，民調高高低低，大家參考就好了，不過整個趨勢看起來，柯文哲就是往下的，我們是往上的，死亡交叉早就出現，不過我們還是戒慎恐懼。 丁守中說，因為柯文哲掌握行政資源，中央又是民進黨執政，柯文哲還一直辦老人旅遊活動，辦到11月選前為止，這些都是不對等的選戰，所以我們戒慎恐懼。 對於柯文哲批評自己出門都只帶一個隨扈，反觀丁守中身邊卻有一大堆人，顯然資源很多。丁守中則說，這顯示柯文哲做事完全不用腦筋，不做市場調查，自己向來都是單槍匹馬、獨來獨往，還是後來黨部說市長候選人至少旁邊要有一兩個助理陪著我，但其實有時候搭計程車、捷運都是一個人，這也顯示柯文哲信口開河，不做市調的一面。 此外，民進黨市議員梁文傑昨在政論節目上爆料，指前行政院長張善政曾在柯文哲接受深綠電台專訪後，打給市政顧問蔡壁如。對此，丁守中說，這完全都是胡扯八道，張善政昨晚就在臉書上澄清了，民進黨選舉策略就是造謠、中傷、抹黑，社會大眾要小心。 對於外界認為，柯文哲在「歹勢」風波後，民調還是有機會上升，丁守中說，政治人物最重要的就是誠信，當誠信破產，他就破產了，這個政治人就沒有什麼好信賴的。 此外，柯文哲昨在議會備詢時，提到希望在選前解決大巨蛋，丁守中說，這很荒謬，大巨蛋擺了四年，生鏽擺爛，選前才要解決，這表示柯文哲沒有解決問題的能力，自己又以萬獸之王自居，簡直有自大妄想症。 對於柯文哲批評民進黨自提人選，似乎禮讓丁守中可以，禮讓柯文哲就不行。丁守中說，從來沒有人禮讓丁守中，都是靠自己、靠大家市民支持，努力奮鬥，柯文哲過去得到民進黨的禮讓，但如今雙方志不合道不同，不相為謀，那是他們家的事情，我們還是全力以赴，里長、議員、市長都要當選。 對於新黨主席郁慕明因不滿柯文哲對兩岸一家親言論道歉，提到會支持丁守中。丁守中則說，泛藍要大團結，相信會得到他的支持。 丁守中強調，要有強烈企圖心，今天台灣要振衰，中華民國要止跌回升，藍營執政縣市一定要過半。國民黨台北市長參選人丁守中今幫大安文山區市議員擬參選人李伯毅站台。圖／丁守中競選辦公室提供分享  facebook   "
