"","V1","V2","V3","Yao_MarAprlink$."
"t_time230","2018-02-11 23:27","柯文哲：防震有問題房子 921前蓋的"," 北市前副市長歐晉德日前呼籲，北市9成5民房超載，應全面都更。台北市長柯文哲昨說，他同意大規模都更。 圖／北市產發局提供分享  facebook    花蓮大地震，北市府今天將舉辦「都市更新論壇」，都更議題受重視。北市前副市長歐晉德日前呼籲，北市9成5民房超載，應全面都更；台北市長柯文哲昨說，他同意必須大規模都更，建築法規陸續修正後，對防震係數要求拉高很多，北市主要有問題的房子，是921大地震前蓋的房子。 921大地震發生於1999年，地震之前蓋的房子至少屋齡19年以上。柯文哲昨表示，921大地震之後蓋的房子，現在看起來問題比較少，問題是921之前當時建築法規對防震沒有一定的要求，「那部分就比較危險」。 北市府早預計今天舉辦「都市更新論壇Ⅳ」，受到花蓮大地震，北市都更議題更受關注。依北市府規畫，除了原定公辦都更、快軌168專案成果之外，另加入海砂屋、危老條例、老屋健檢，以及都更「一坪換一坪」議題。 北市都發局昨表示，論壇相關的簡報、議題仍在持續調整中，預計今天早上晨會，向柯文哲報告後定案。根據議程規畫，行政院政務委員張景森、內政部營建署代理署長王榮進等中央官員將出席，柯文哲將全程聆聽後做總結。 柯文哲日前說，「都更不要幻想一坪換一坪，還附車位，哪有這麼好的事」，引發外界抨擊。國民黨前立委丁守中說，他一定辦得到「一坪換一坪」，還外加停車位；民進黨立委姚文智酸柯、丁，一個袖手嘆息，一個漫天喊價。 北市府發言人劉奕霆表示，柯仍維持一慣立場跟態度，都更應該公、私協力一起合作完成，讓民眾有更好居住環境，解決北市的長期居住問題。 ","https://udn.com/news/story/7323/2981878"
"t_time231","2018-02-11 00:13","歐晉德警告 台北逾9成房子超載"," 台北市前副市長歐晉德(中)警告有逾95%的房子有加蓋，增加危險因素。 記者楊正海／攝影分享  facebook    台北市前副市長歐晉德等專家昨天警告，台北逾九成五的房子有違章加蓋，普遍「超載」，很多老舊公寓華廈的一樓被任意拆牆做賣場、超商、餐廳等，二樓以上增加很多磚牆隔成小套房出租，都是強震受災的首要對象，必須盡速建立防災減災機制，全面都更。 歐晉德昨與國民黨台北市長參選人丁守中、台科大前副校長李咸亨、結構技師蔡榮根等人舉行記者會。曾任九二一大地震東星大樓倒塌現場指揮官的歐晉德說，台北盆地屬軟弱地質，潛在危險比較多，民國五、六○年代的房子，耐震法規和工程品質管制不足，先天就比較脆弱。 歐晉德說，更危險的是，台北超過九成五建物都有加蓋違建、重量超載，加上地質脆弱，建築危險因子增加，房屋遇強震倒塌風險提高，必須趕快都市更新。 歐晉德呼籲政府提高容積率等誘因，拉高建築高度，鼓勵老舊房屋都更，才能化解都更阻力。","https://udn.com/news/story/11807/2980629"
"t_time232","2018-02-10 20:58","加速都更 丁守中：我有能力對付釘子戶"," 花蓮強震，外界關注台北老舊房舍防災都更。國民黨台北市長擬參選人、前立委丁守中今邀集前副市長歐晉德及多位專家進行討論。 丁守中則強調，政府有責任保障人民之生命。雖然當前都更推動困難重重，但他「有能力對付釘子戶」。 丁守中說，眼看目前台北市民平均居住空間只有6.2坪，屋齡平均34年，全台最老舊，耐震係數嚴重不足。為提升市民居住安全與城市防災，台北市政府責無旁貸，應全力以大幅容積獎勵方式協助市民舊居換新屋。 他也強調，釘子戶問題的確是目前都更卡關關鍵，但相較釘子戶引用憲法第10條「居住遷徙自由」拒絕都更，但憲法還有第23條「自由權利若影響到他人自由、避免緊急危難、維持社會秩序，或增進公共利益，得以法律限制之」，以及憲法第15條的「人民之生存、財產權，應予保障」，因此包括法官與民眾都應從此角度，了解防災都更的推動的確有憲法可作為依據。花蓮強震，外界關注台北老舊房舍防災都更。台北市長擬參選人丁守中(右2)今邀集前副市長歐晉德(左2)及多位專家進行討論。記者楊正海/攝影分享  facebook   ","https://udn.com/news/story/10958/2980390"
"t_time233","2018-02-10 19:34","姚文智批柯文哲丁守中：一個袖手嘆息 一個漫天喊價","  花蓮強震造成多棟房屋倒塌，各界關注台北市老屋都更如何進行，台北市長柯文哲提醒民眾心態要改變，不要幻想一坪換一坪還外加車位、興建期間房租，然後一毛錢都不用出。有意參選台北市長的民進黨立委姚文智批評，柯的發言讓他深感憂慮。 姚文智說，花蓮強震後，他宣布暫停競選活動，但這兩天看到柯文哲對都更政策的發言，深感憂慮，如果台灣社會總是災後充斥「無建設性」的議論，那麼等到下次災害降臨，仍只會陷入「嚼舌的輪迴」。 姚文智說，柯在台北執政已三年，卻只像「旁觀者」一樣，停留在「描述現況」，情緒性的空話，印證其在推動都更的決策反覆與遲延，實在可惜。天下當然沒有免費的午餐，不勞市長多言；但另一位有意參選的國民黨前立委丁守中馬上加碼，稱「不但一坪換一坪，還保證送停車位」，這些發言了無新意，「一個袖手嘆息，一個漫天喊價，無心膚淺，毫無市長格局！」 姚文智說，面對地震風險，台北的安全危機固不待言，未來他認為台北57萬戶老舊住宅的全面都更刻不容緩，但重點在：「市長要不要扛起責任？」市長如果願意帶頭衝，都市計畫領銜，左手「設計改造」，右手「公辦都更」，傾洪荒之力整合政策、資源、民間力量成為共識，形成一股具有高度動能的都市運動，也就是他稱的「地殼改造運動」。那麼，真正的台北都市更新（或都市再生）才有實現之日。 姚文智說，若「公辦都更」推到極致，民辦都更目前冗長程序與障礙，也會迎刃而解。未來，在公私協力下，至少10倍動能與速度，創造新的都市環境與機能，維護居住正義，並且創造龐大產值與就業機會。 他曾在去年提出「地殼改造運動」演講的主軸。綱要包括：一、政府扛責，都計主導，公益優先，大街廓為單元透明參與，財產保障；二、十年為期，公私協力，「向天借地」，最優容獎生態古蹟保護；三、中央協助，市府主推，設立住宅與都更局，擴充都更中心，10倍人力，一年100億都更基金。 他也說，這其中有一個重要觀念「向天借地」，也就是台北應透過都更的容積獎勵，讓城市「稍微長高」，來作為動更動能，凝聚市民共識，全力以赴。過去幾年間，立法院內政委員會的朋友都知道，他不斷提出對台北市都更與改造的想像與作法，提出「都更三箭」：大修以公辦為主導的「都更條例」（原欲改為都市再生條例）、主審「危老條例」（通過施行）、鼓吹「國家住都中心」（已通過），並要求中央政府將其視為最重要的住宅與經濟政策，所做法制的調整，已接近完成。接下來，預算不缺的台北市，就只差市長的決心，或換一個「有決心的市長」了。","https://udn.com/news/story/10958/2980274"
"t_time234","2018-02-10 13:01","國民黨北市長民調3月後才做？丁守中：應在3月初"," 國民黨台中市長提名初選民調昨出爐，立委盧秀燕以些微差距勝出。北市藍營市長選情，因已表態參選和被點名的參選人眾多，選情混沌，黨內民調將等到3月以後才會做。但北市藍營基層認為太晚，至少應先定出初選民調日期。國民黨台北市長擬參選人、前立委丁守中指出，最遲不應拖過三月初。 丁守中說，國民黨現在是在野，對柯文哲是仰攻，對方夾著龐大的資源，黨應該儘早決定人選愈好，現在選舉很單純，要參選就即早表態，即早做民調是應該。 而且台中市已經做好，台北市最遲不應該拖過三月初。國民黨台北市長擬參選人、前立委丁守中。圖／報系資料照分享  facebook   ","https://udn.com/news/story/10958/2979768"
"t_time235","2018-02-10 11:18","台北市建築物超載 歐晉德警告:逾95%的房子有加蓋"," 花蓮發生強震，引起各界重視台北市房屋老舊問題。台北市國民黨台北市長擬參選人、前立委丁守中，上午與台北市前副市長歐晉德、前台科大副校長李咸亨，以及中華民國結構技師公會理事長蔡榮根，上午共同呼籲台北市應建立防災減災機制，並全面都更。 歐晉德說，台灣位於歐亞、菲律賓板塊，台北盆地因先天軟弱的地層，早期工程品質管制不足，現在最危險的是，台北市有逾95%的房子有加蓋加重量，地質脆弱，加上結構物不夠堅固，再加上額外的超載，等於是一直在建築上加上重量。 歐晉德指出，921大地震時，東星大樓倒塌，台北市開始出現大型建物倒塌，但過去十幾年來，民眾的記憶淡去 ，直到台南、花蓮發生地震，大家才覺得急迫，但這是執政者最應該做的。 蔡榮根指出，台北市更令人憂心的是，老舊公寓華廈一樓被任意拆牆做賣場、超商、餐廳等，二樓以上增加很多磚牆隔成小套房出租或者大型屋頂違建，前者大幅降低耐震能力，後者則增加地震力的威脅，萬一強烈地震來襲，該類型建築將首當其衝。 蔡榮根表示，台南維冠金龍大龍倒塌，政府雖訂有耐震評估補助辦法，但民眾往往擔心經評估後，若住戶不願意分擔經費進行補強，反而會成為政府登記有案的「結構不安全建物」而影響房價，且大樓住戶對於補強位置和方式，難以達成共識。因此他建議，應全面推動都更，集合住宅提供誘因推動補強。  丁守中則指出，柯文哲講一坪換一坪加車位是幻想，但他來當市長，一定辦得到一坪換一實坪，外加一個停車位。 至於防災減災，將會比照國際都市，在消防局的救災工作之外，在台北市政府另外成立專責機構「緊急災變防救局」，專門負責各項天災與人為災變的防災、減災、監測、定期安檢、各項演習預防工作，保障市民生活與居住安全。台北市建築物超載，台北市前副市長歐晉德(中)警告上北市逾95%的房子有加蓋。記者楊正海／攝影分享  facebook   ","https://udn.com/news/story/11807/2979600"
"t_time236","2018-02-09 22:58","藍北市長民調3月做？ 基層：太晚了"," 國民黨台北市黨部主委黃呂錦茹。圖／聯合報系資料照片分享  facebook    國民黨台中市長提名初選民調昨出爐，立委盧秀燕以些微差距勝出。北市藍營市長選情，因已表態參選和被點名的參選人眾多，選情混沌，黨內民調將等到3月以後才會做。但北市藍營基層認為太晚，至少應先定出初選民調日期。 國民黨台北市黨部主委黃呂錦茹指出，雖然有部分人希望國民黨盡快完成提名，即早布局，但考量台北市長柯文哲與民進黨間競合，要審慎考慮提名策略。 北市市長選舉藍營選情，原被看好代表國民黨出戰的立委蔣萬安，已決定續留立法院不參選，黨內除了前立委丁守中，還有因故暫停選舉的行政院前發言人鄭麗文，以及表態要選的議員鍾小平。 若最後只有一人要選，還會不會做民調？黃呂講得保守 ，還要再討論，但黨內有機制，民調不得低於30%，「這是最不願意見到的狀況」，希望不會發生。 此外，外界點名的人選，包括趙少康、北市前副市長邱文祥，甚至是前第一夫人周美青，台大政治系教授李錫錕近日也宣布，若要選不會以國民黨籍參選。黃呂說，一年前邱文祥曾向她表達有參選意願，但她擔任主委後未和邱再見面，不知他參選意願。 國民黨台北市長提名人選未定，國民黨士林、北投區議員擬參選人張斯綱指出，希望北市能盡快完成提名作業，國民黨沒有分裂的本錢，初選提名作業加快腳步，才有更充裕時間應戰。 國民黨籍議員徐弘庭認為，若3月啟動初選，民調可能延至4月，時間太緊迫，市黨部應定出初選、民調的確切日期，讓欲參選的人全部表態，局勢盡早底定。 ","https://udn.com/news/story/10958/2979117"
"t_time237","2018-02-09 21:10","挑戰柯P老人政策 丁守中：老人共餐比例低 市府反駁"," 國民黨台北市長擬參選人、前立委丁守中挑戰市長柯文哲的老人共餐政策，昨到萬華區華江里老人共餐據點，與老人共餐。記者楊正海／攝影分享  facebook    國民黨台北市長擬參選人、前立委丁守中挑戰市長柯文哲的老人共餐政策，今到萬華區華江里老人共餐據點，與老人共餐，丁守中批評柯市府的老人共餐比例過低，僅占2.04%，社會局反駁，認為數據有誤，北市老人共餐的比率已達13%。 丁守中指出，台北市共有456個里，但目前老人共餐據點僅有325個，所以還有131個里沒有提供老人共餐服務。目前台北老人共餐每月參與人數8800人，一年預算編列1.7億元，在北市年滿65歲的長者有43萬人，參加共餐比例僅佔2.04%。 但社會局老福科長葉俊郎說，北市年滿65歲健康能走動的長者人數是37萬，參與人數每月最高5萬人，因此參與的老人比率應該是13%。 丁守中特別指出，台北不患寡而怕患不均，共餐服務根本不容易落實。且共餐補助費用根本不實，並非吃到飽。每人每餐補助40元，至於中低收補助80元。老福科長葉俊郎說，因財源有限，北市仍堅持先照顧中低收老人，補助80元，其他每餐補助40元。葉俊郎強調，仍希望非中低收老人能自付部分開銷，才能讓老人共餐政策相輔相成，也達到讓老人多外出活動的目的。 丁守中則建議，台北市政府應該負起整合社會資源，媒介企業認養。而且不應齊頭式的補助，容易造成補助的不均衡，針對辦得好的據點應該給予更多補助，引進評鑑機制，大家良性競爭，這樣台北市老人共餐服務才會愈來愈健全。 ","https://udn.com/news/story/10958/2978962"
"t_time238","2018-02-09 17:36","國民黨台中市長民調出爐 盧秀燕些微差距勝出"," 國民黨台中市長提名整合民調今天上午出爐，確定由資深立委盧秀燕僅以0.6%些微差距勝出。記者黃仲裕／攝影分享  facebook    國民黨台中市長提名整合民調今天上午出爐，確定由資深立委盧秀燕僅以0.6%些微差距勝出。台北市因已表態參選和被點名的參選人爆炸，對手民進黨是否推出自己人參戰也未定，選情混沌，台北市黨部主和黃呂錦茹表示，黨內民調可能要等到3月以後才會做。 2018縣市長大選，原被看好代表國民黨出戰台北市長的立委蔣萬安，已決定持續留在立法院，確定不參選台北市長，國民黨內除已宣布參選的前立委丁守中，還有日前宣布暫停選舉的行政院前發言人鄭麗文，以及表態要選的台北市議員鍾小平。 此外，外界點名的人選，包括趙少康、台北市前副市長邱文祥、甚至是前第一夫人周美青，可能性不高。黃呂錦茹也表示，就她了解，邱文祥也不確定會選。至於台大政治系教授李錫錕近日也宣布，若要選也不會以國民黨籍參選。 台北市已有共識採初選機制，據了解，除了參選人未定，黨部仍待明年3月民進黨公布北市長參選提名人，是否不推出人選，還是禮讓現任台北市長柯文哲，屆時再進行初選黨內民調。 黃呂錦茹指出，雖然有一些民眾希望國民黨盡快完成提名，即早布局，但考量現任台北市長柯文哲與民進黨間競合，仍要審慎考慮提名策略。至於若最後只有丁守中一人確定要選，其他人都退，還會不會做民調，黃呂講得保守 ，認為可能會也可能不會，這還要再討論。但黨內有機制，民調不得低於30%，她說「這是最不願意見到的狀況」 ，希望不會發生。 ","https://udn.com/news/story/10958/2978543"
"t_time239","2018-02-09 14:03","國民黨北市長黨內民調 恐等到3月以後才做"," 國民黨台中市長參選人江啟臣、盧秀燕。記者陳秋雲／資料照片分享  facebook   國民黨台中市長提名整合民調今天上午出爐，確定由資深立委盧秀燕僅以0.6%些微差距勝出。台北市因已表態參選和被點名的參選人爆炸，對手民進黨是否推出自己人參戰也未定，選情混沌，台北市黨部主和黃呂錦茹表示，黨內民調可能要等到3月以後才會做。 2018縣市長大選，原被看好代表國民黨出戰台北市長的立委蔣萬安，已決定持續留在立法院，確定不參選台北市長，國民黨內除已宣布參選的前立委丁守中，還有日前宣布暫停選舉的行政院前發言人鄭麗文，以及表態要選的台北市議員鍾小平。 此外，外界點名的人選，包括趙少康、台北市前副市長邱文祥、甚至是前第一夫人周美青，可能性不高。黃呂錦茹也表示，就她了解，邱文祥也不確定會選。至於台大政治系教授李錫錕近日也宣布，若要選也不會以國民黨籍參選。 台北市已有共識採初選機制，據了解，除了參選人未定，黨部仍待明年3月民進黨公布北市長參選提名人，是否不推出人選，還是禮讓現任台北市長柯文哲，屆時再進行初選黨內民調。 黃呂錦茹指出，雖然有一些民眾希望國民黨盡快完成提名，即早布局，但考量現任台北市長柯文哲與民進黨間競合，仍要審慎考慮提名策略。至於若最後只有丁守中一人確定要選，其他人都退，還會不會做民調，黃呂講得保守 ，認為可能會也可能不會，這還要再討論。但黨內有機制，民調不得低於30%，她說「這是最不願意見到的狀況」 ，希望不會發生。","https://udn.com/news/story/10958/2978006"
"t_time240","2018-02-08 19:37","都更不要幻想一坪換一坪？丁守中批柯文哲無同理心"," 花蓮強震，台北老舊房舍安全與是否推動防災都更議題引人關注。台北市長柯文哲認為民眾心態要改，不要幻想一坪換一坪，國民黨台北市長擬參選人、前立委丁守中批評，柯Ｐ缺乏政策專業，對市民需要更沒有同理心、關懷心，又沒有政策擔當。所以上任3年以來，都更一事無成，也讓台北市民居住安全蒙上隱憂。 丁守中指出，台北市有近40萬戶老舊公寓，不論都市更新、老屋重建、耐震補強、防災減災，都應由政府積極推動防災都更，但台北市進度明顯落後，讓人憂心市民的居住安全。 丁守中批評，柯市長雖對外說都更一定要做，政策需要檢討，但對於防災都更這個概念根本沒有深入瞭解，又沒有深入關切市民的切身需求與安全維護，所以台北市才會欠缺長期的防災減災規劃。國民黨台北市長擬參選人、前立委丁守中。圖／報系資料照分享  facebook   ","https://udn.com/news/story/7323/2976583"
"t_time241","2018-02-07 18:01","地震頻傳 丁守中：替北市40萬戶老舊公寓擔心"," 花蓮發生大地震，對於地震頻繁，國民黨台北市長擬參選人、前立委丁守中今在臉書指出，他為台北近40萬戶老舊公寓擔心，防災都更，刻不容緩。 丁守中說，昨<U+6669>地震搖晃強烈，知道花蓮統帥飯店及雲翠大樓等6座大樓傾斜或倒塌，橋樑嚴重破裂，中橫、蘇花公路也封路，看到令人觸目驚心。 丁守中表示，國家地震中心早就警告，台北300年大地震周期早就到了，現正在與時間賽跑，不論都市更新、老屋重建、耐震補強、防災減災，政府都該傾全力推動，以維護市民居住安全。 丁守中說，台北市在經濟高速發展的年代，一年發出3000張建照，過去這幾年，每年只有200餘張，每年都更房屋戶數平均只有1100戶，依此進度，300年都改建不完，政府更應該大幅獎勵防災都更。0206花蓮強震，市中心商校街2號的雲門翠堤大樓嚴重傾斜。 記者杜建重／攝影分享  facebook   ","https://udn.com/news/story/7323/2974031"
"t_time242","2018-02-07 15:33","2018選情迷離／國民黨燒的回鍋肉真能飄香？"," 【文／朱明汶】分享  facebook    包括傳統「鐵票區」桃園市，國民黨縣市長提名布局彌漫老舊的「回鍋風」，黨內不少人感嘆，黨中央宣稱的「夢幻名單」，竟如時空膠囊般，充斥暮氣沉沉的「老面孔」，令人有不知今夕是何夕之感。  「希望國民黨在二○一八年能多贏回幾個縣市，二○二○年才有機會重返執政，這是我心中最期待的願望！」日前國民黨主席吳敦義與媒體尾牙餐敘時，特地許下他七十歲大壽的生日願望。 但諷刺的是，從藍委蔣萬安棄選台北市長、基隆市長初選民調大搞烏龍、澎湖縣長提名藍軍鬧分裂，再到嘉義市議長蕭淑麗宣布脫黨參選，國民黨茶壺內風暴連環爆，黨中央卻始終拿不出「止血」的辦法，吳敦義的「綠懼人」稱號，恐怕未待年底選戰開打，已提前被外界看破手腳了！  選戰開打「綠懼人」卻退居二線？  去年國民黨主席改選，吳敦義以懸殊差距拿下黨魁大位，當時外界普遍解讀，選舉結果象徵基層黨員望治心切，加上吳將自己塑造成「民進黨最害怕對手」的策略奏效，才能「一輪過半」取得壓倒性勝利。 黨內對吳的期待，主要是希望他帶領全黨打贏一八年縣市長選戰，將國民黨從「加護病房」救回來，況且這也是攸關他個人能否代表藍營挑戰總統大位的關鍵一戰。 吳敦義縣市長提名布局充斥老舊回鍋人選。 攝影／郭晉瑋分享  facebook    未料吳接任黨主席後，卻選擇退居第二線，不僅未能發揮黨主席領導威望，黨中央與立院黨團齟齬不合的情況未見改善，年底縣市長選戰提名布局，吳更是兩手一攤作壁上觀，這種「不沾鍋」作風，讓黨中央提名規畫處處碰壁，也出現「一盤贏棋玩到輸輸去」的隱憂。 以指標戰區台北市為例，吳敦義雖口頭上稱北市是「重中之重」，但對黨內一面倒地力拱「政治新星」立委蔣萬安出馬角逐台北市長，吳卻始終沒有積極回應，也拿不出讓藍軍支持者期待的勝選規畫，導致蔣萬安不得不選擇棄戰先求自保。一位黨務要角坦言，春節後黨內初選機制啟動，國民黨北市長人選，恐將由「老面孔」前立丁守中出線，但這樣的母雞要想帶動勝選氣勢，又豈是一個「難」字可以形容。 更弔詭的是，國民黨傳統「鐵票區」桃園市長提名，儘管目前已有立委陳學聖、前立委楊麗環等人積極表達意願，卻等不到黨高層關愛眼神，黨中央一再對外放話，鎖定由不分區立委吳志揚「回鍋」參選。  〈完整內容請見新新聞1614期〉","https://udn.com/news/story/6840/2973566"
"t_time243","2018-02-06 21:48","鄭麗文停止選舉行程 丁守中暫不回應"," 台北市長擬參選人、前立委丁守中冒著寒風至北市傳統市場掃街。圖／丁守中台北市長競選辦公室提供。分享  facebook   表態參選台北市長的前行政院發言人鄭麗文今天在臉書發文指出，因自己的母親跌倒，傷勢嚴重，停止選舉行程，希望外界諒解。丁守中預計7日在公開活動時受訪回應。 鄭麗文晚間在臉書發文提及，目前已停止所有選舉的活動，因幾天前晚上跑完行程後接到電話，母親跌倒傷勢嚴重，醫院通知家屬病危，趕到急診室時，母親並無生命危險，但送進加護病房時，才發現本來只是輕微失智的母親竟認不出自己。 鄭麗文表示，經過幾天煎熬，不得不做出痛苦的決定，停止選舉行程，希望支持的朋友能夠諒解，也感謝媒體關心，但此刻的自己，暫時無法接受訪問，不想給家人帶來更多的壓力。 鄭麗文發文宣布停止選舉行程，另一名也表態參加台北市長選舉的丁守中，由競選辦公室發言人詹為元受訪表示，希望鄭的母親早日康復，丁守中將在明天下午公開行程後受訪，目前暫不回應。","https://udn.com/news/story/10958/2971853"
"t_time244","2018-02-06 20:45","因母親跌倒 鄭麗文宣布停止台北市長選舉行程"," 北市選戰，前立委丁守中（右二）、行政院前發言人鄭麗文（右）都表態爭取藍軍提名。 聯合報系記者邱瓊玉／攝影分享  facebook   國民黨台北市長提名佈局在黨內鎖定的立委蔣萬安不參選後，只剩前立委丁守中和前行政院發言人鄭麗文積極勤跑基層，爭取在初選出線。但鄭麗文今晚突然宣布，她的母親日前跌倒，傷勢嚴重，醫院通知家屬病危，雖然她趕到急診室時，母親並無生命危險，但送進加護病房時她才發現本來只是輕微失智的母親竟認不出她了，受到嚴重衝擊並內疚的鄭麗文因此決定停止所有選舉行程。 鄭麗文暫停所有選舉行程，將在過年後再進一步決定是否繼續參選。受到此一突發事件影響，國民黨在台北市的提名人選，從點將點到可以組足球隊，現在幾乎只剩「一個人選」。 鄭麗文在臉書表示，要感謝大家從她宣布參選以來所給予的支持與鼓勵，每一句話裡的熱情、每一雙手的溫度，都讓她無比感動。 她表示，但是，她必須在這邊跟大家報告，她已停止所有選舉的活動，因為幾天前晚上跑完行程後接到家裏電話，母親跌倒，傷勢嚴重，醫院通知家屬病危，雖然她趕到急診室時，母親並無生命危險。但送進加護病房時她才發現本來只是輕微失智的母親竟認不出她了‧‧‧。可能選舉太忙很久沒去看母親了。而這幾天只要接到家裏電話她都心驚膽跳，之後又很內疚。 鄭麗文表示，因此，經過幾天的煎熬，她不得不做出這個痛苦的決定，停止選舉行程。 她表示，希望各位支持她的朋友能夠諒解，此外，也在此感謝所有媒體的關心，但此刻的她，暫時無法接受訪問，不想給家人帶來更多的壓力。 她在貼文最後表示，又到了闔家團圓的時節，天氣酷寒，提醒大家關心家人，注意長輩的身體。 台北是我們共同的家，深深祝福這個大家庭中的每個家人都平安。   ","https://udn.com/news/story/10958/2971765"
"t_time245","2018-02-06 12:21","全世界只有佩琪不會害柯P? 姚文智酸：那柯媽呢"," 已表態將投入台北市長選戰的立委姚文智，今上午接受電台專訪，暢談自己對於年底選戰的看法，強調國民黨已非民進黨首要敵人，這是舊時代的思維，只要全黨團結一致、勇往直前，就可以獲得勝選。 姚文智還提到自己針對綠營支持者做的民調，指有高達76.5%的民進黨支持者認為柯文哲的政治理念價值和民進黨不一樣，76.2%的支持者認為要自己推候選人，且有64.6%支持姚文智；若在不考慮台北市長柯文哲的情況下，姚文智的支持度更高達79.6%。 姚文智表示，風向真的是再轉，儘管民進黨秘書長洪耀福日前曾說，要讓國民黨再輸一次，讓反改革力量不再復闢，不過自己不認為中國大陸看得起國民黨，對中國大陸而言，國民黨比較像是台商、買辦，整個國民黨的局勢，不再是民進黨的第一對手，民進黨應該要立足於自己最根本的價值。 姚文智也批評柯文哲政治價值理念錯亂，民進黨不應該執迷不悟，像是柯文哲過去提到的兩岸一家親等言論，前立委丁守中也會講，這樣子和國民黨有什麼不一樣，那民進黨為什麼還要和柯文哲合作。 此外，柯文哲的太太陳佩琪日前接受電台專訪時，因心疼丈夫處境艱難，經常被霸凌，還自爆柯文哲曾說「我相信全世界只有妳一個人不會害我」；柯媽何瑞英則是自爆，兒子<U+7D76>不會挑戰自己的「恩人」(指總統蔡英文)。 對此，姚文智則是大酸，陳佩琪的話讓柯市府團隊做何感想，更何況如果只相信太太，那柯媽難道不相信嗎。 姚文智說，為什麼每次有危機的時候，就是柯媽、太太出來講話，一齣戲這麼多演員、配角，真有點受不了。 柯文哲還說，柯媽說不會傷害「恩人」，但過去在前瞻計畫推行期間，柯文哲幾句話是多傷害曾經幫他的人，罵人又說是舉手，到底是誰在霸凌誰。","https://udn.com/news/story/10958/2970624"
"t_time246","2018-02-06 11:00","姚立明預言綠北市將禮讓 姚文智：他在刺激民進黨"," 國會觀察基金會董事長姚立明昨天參加《年代》「新聞追追追」政論節目時大膽預言，藍綠兩黨派出的代表，最後仍不出前立委丁守中及台北市長柯文哲兩位人選，讓極力爭取台北市長民進黨提名的立委姚文智有點尷尬。姚文智今早回應表示，姚立明這樣說是要刺激民進黨趕快堅定意志，提出自己人選。 姚立明日前已經承諾，若未來姚文智出線，將擔任他的競選總幹事，不過姚立明昨晚在節目中卻大膽預言「民進黨禮讓柯文哲的機率還是大一些」，只是為了讓國民黨再輸一次，讓外界質疑與姚立明的承諾互相矛盾？ 姚文智回應表示，這應該是在刺激民進黨，因為民進黨正在衡量是否與柯文哲合作，自己長期希望民進黨應派人參選，與姚立明承諾的選到底就當他的競選總幹事沒有違背，姚立明只是希望刺激民進黨高層，堅定意志。 姚文智今與台北市議員顏聖冠一同掃街，他希望能藉此拉抬彼此選情，至於日前也表態爭取台北市長民進黨提名的前副總統呂秀蓮，姚文智也說，他已經和呂辦聯絡，期望能與她會面請益。聯合報系資料照／記者黃義書攝影分享  facebook   ","https://udn.com/news/story/10958/2970373"
"t_time247","2018-02-06 10:33","「顧江湖道義」不評柯P 簡余晏2字說明請辭原因"," 前台北市觀傳局長簡余晏請辭後，首度上節目評論台北市長選情，並透露請辭原因。 聯合報系資料照分享  facebook     今年一月請辭台北市觀傳局長的簡余晏，辭職後首度上政論節目談論年底的台北市長選舉戰況，談話中也透露了為何辭觀傳局長的原因，其實就是「很累」。  北市前觀傳局長簡余晏，昨日接受政論節目「Online鍾點讚」邀約，和有意參選台北市長的民進黨立委姚文智，一起評論年底台北市長選舉戰況，這是她離職後首度露面上節目。主持人鍾年晃也先聲明不會讓簡余晏講柯文哲，因為「江湖道義要顧」。  目前台北市長選戰，國民黨前立委丁守中表態參選，藍營也力拱酷酷嫂周美青出戰，民進黨方面除了姚文智已宣布參選，前副總統呂秀蓮也表示自己已經準備多時，決定「出征」。簡余晏表示不管藍綠誰出線，目前台灣的選舉，大家都希望能選出「非典型」的人才，尤其40歲以下的選民，對台灣政治感到厭煩，偏好能「語出驚人」勝過柯文哲，但是否對國家、城市發展有正面效果，有待觀察。  若民進黨也提名參選，在「三強鼎立」的情況下，民進黨是否就能奪回台北市長寶座？簡余晏表示，「假設三分天下，三家出來打的時候，就要看誰的議題能力強」，「尤其在柯文哲選市長、蔡英文選總統那年，幕僚是有史以來最強大的」，「從國師到升斗小民，全部都是團結的」，眾人期待國家改變的意志力，決定了誰能出線。  簡表示，自己已離開北市府團隊一個多月了，不想去批判或講過去的老闆，因為柯文哲也給了她非常多的表現機會，但她仍誠懇希望台北市民在下一次抉擇時刻，能找出「感動整個首都的力量、改變整個台灣的力量」，必須由首都帶動全台灣的改變，才是一個快速的方向。  之後又談及台北燈節活動的爭議，簡余晏認為副市長陳景峻批評市長柯文哲不該私下與廠商見面，其實是在抱怨柯文哲身邊的幕僚，因為若是市長要跟業者談，會面時就應該要有陳副市長辦公室及觀傳局的人員在現場，這樣就不會有任何問題。  簡余晏也道出自己離職的原因，其實就是「很累」，而且自己是依政治體制，議會通過了預算案，所以就在當天請辭。 ","https://udn.com/news/story/10958/2970286"
