,Media,title,year,month,day,content
159,Apple,外牆剝落整建 跑程序要2年 公文牛步 柯P轟乾脆別申請,2018,5,24,"【張立勳／台北報導】

台北市申請外牆剝落整建的程序竟然要花兩年!大安區和安里長張 正雄抱怨，許多大樓外牆磁磚嚴重剝落，向建管處提出4萬元修繕補 助，金額太少，都更處補助最多可達1000萬，只是光跑程序就要耗費 2年，改善進度根本牛步；市長柯文哲聽聞不滿炮轟，直言「花2年乾 脆不要申請」，答應討論整合補助案。

老舊大樓磁磚鬆脫剝落嚴重，下起「磁磚雨」砸傷人的意外層出不 窮，不少大樓就用保護網罩起來，遠遠看就像是蜘蛛網般，影響市容 觀瞻。

保護網 影響市容觀瞻

張正雄昨在柯文哲主持大安區里長座談時指出，北市大樓裝設保護 網的情況隨處可見，蔚為奇觀，曾有外國人來參訪，問他網子是幹麼 用的，誤以為是在抓鳥，令他啼笑皆非。

他說，建管處訂定外牆剝落修繕補助費用要點，10年以上的建物若 有外牆剝落情況，可以申請修繕補助，每棟上限4萬元，但4萬元根本 於事無補。

至於都更處雖也有「老屋拉皮」更新補助，每案核准補助額度上限 最高有1000萬元，但張正雄抱怨，光跑申請程序就要花2年，時間非 常冗長，申請完成後居民早已人事全非，恐怕會引起糾紛。

市長怒 要求盡快整合

北市都發局對此強調，建管處補助的4萬元屬於緊急修復補貼，都 更處的老屋拉皮包括外牆修繕、結構補強或增設電梯。但柯文哲不滿 炮轟，補助申請時間需2年乾脆不要申請，要求局處先了解為何補助 流程需要花到2年，答應研議整合2個補助方案。

此外，北市議會昨進行「台北市建築管理自治條例」第31條之1草 案三讀會，通過後，建築物外牆一旦經診斷認定有公共安全疑慮，建 管處應通知建物所有權人限期改善，若未完成將處6萬元以上10萬元 以下罰鍰，但最後因在場議員人數不足，主席宣布散會。

 "
234,Apple,今天登場 能見度不足 嘉市辦全障運 議員批無感,2018,5,24,"【呂妍庭／嘉市報導】

嘉義市首度爭取到主辦全國身心障礙國民運動會，24日將盛大舉辦 開幕式，23日定期會工作報告上，包括議員張秀華、王美惠和戴寧等 人不約而同批市府行銷不力，不只全國能見度不足，市民都無感，張 秀華更以台北市長柯文哲為例，直指「涂醒哲失去一次很好行銷嘉義 市的機會」。

湧入3000多選手 商機可觀

昨教育處工作報告，多位市議員聚焦在今天登場的全國身心障礙運 動會，王美惠質詢教育處和觀光新聞處在觀光行銷上太不給力，指嘉 市是第一次籌辦全國身障運動會，估計3000多位選手加上教練、親屬 都會來到嘉義市，商機可觀，但至今卻感受不到任何觀光動能，「令 人失望」。

張秀華也說，2年籌備期，但市府只多編50萬元，共100多萬元培育 百名在地選手「夠嗎？」，並舉柯文哲藉世大運成功行銷台北市和台 灣，對比嘉義市辦身障運動會預算多達4000多萬元，卻看不到媒體曝 光，連市民都不太清楚有這場全國賽事在嘉市舉行，顯見市府行銷不 盡理想。

志工無衣替換 市府允檢討

張秀華除點出市府相關臉書或身障運動會宣傳影片點閱率極低，也 說每個運動員背後都有感人故事，市府為何不透過故事行銷，讓更多 人認識身障運動員？強調做為主場的嘉義市，不僅要運用經費照顧選 手，更應該夠替嘉市打開知名度。

戴寧和黃露慧則不約而同提到有志工反映，4天活動只拿到1件衣服 ，詢問市府可多發1件替換卻被打回票，強調志工是成就精彩賽事的 重要推手，市府連1件衣服都不願給，難怪志工會感嘆義務工作還要 被整，教育處長余坤龍除解釋因身障運動會有別一般運動會，民眾可 能因此感受較不強烈外，也針對志工反映，承諾會檢討。

 "
11,Apple,王道銀行 推動B型企業精神,2018,5,25,"【陳欣文／台北報導】

王道銀行集團、台灣B型企業協會與台北市政府共同推動的「Best for Taipei 對台北最好企業挑戰賽」，於5月舉行頒獎典禮暨慶祝會 ，共有5家企業獲獎，台北市市長柯文哲、B型企業協會理事長連庭凱 以及王道銀行副董事長駱怡君等人皆出席頒獎，鼓勵企業持續和城市 共好、共榮。

「Best for Taipei 對台北最好企業挑戰賽」為接續美國紐約的「 Best for NYC」活動，表彰B型企業「Best for the World」的精神 ，期望透過B型企業運動鼓勵台灣企業善盡企業社會責任，進一步申 請成為國際認證的「B型企業」。

對台北最好企業挑戰賽自2017年4月底開跑，運用B型企業認證的「 企業影響力評估表」檢視企業在員工、社區、環境方面的影響力，一 年來共有近60家台灣企業參與，獲獎企業包括祥圃實業、鮮乳坊、威 立顧問、繭裹子以及綠藤生機。

王道銀行推動B型企業運動不遺餘力，除了贊助「對台北最好企業 挑戰賽」以及「第二屆B型企業亞洲年會」，更推出了B型企業活期存 款優惠利率專案、B型企業薪轉戶專屬優惠以及B型企業貸款專案，期 以金融資源協助B型企業的發展。王道銀行更於去年10月通過B型企業 認證，成為台灣第一家獲得B型企業認證的上市公司與金融業者，同 時也是全球第一家獲得該認證的上市銀行。

王道銀行副董事長駱怡君表示，過去一年來，王道銀行大力推行B 型企業運動，更通過了B型企業認證，這一路走來的努力，都是希望 號召更多的台灣企業共同打造和環境、社會共好的經營模式，並期望 能有更多企業加入B型企業的行列。對台北最好企業挑戰賽頒發員工 獎、環境獎以及社區獎等獎項之後，不是挑戰賽的結束，而是另一個 開始，相信台灣的B型企業會越來越茁壯。

 "
233,Apple,姚重申誓言 第3名退出政壇,2018,5,25,"【郭建伸／台北報導】

民進黨立委姚文智昨接受廣播節目專訪，強調自己若參選台北市長 ，絕不可能放水，也絕不會是第3名，並重申若競選台北市長淪為第 3名就退出政壇。主持人周玉蔻問，若民進黨議員請台北市長柯文哲 站台是否該開除黨籍？台北市議會民進黨團總召李慶鋒直截了當地說 ，若違反規定，「會不保留空間並開除黨籍」。

民進黨選對會28日將確定2018台北市長人選，並向黨主席提出建議 人選，外界揣測最終是姚文智出線。周玉蔻問，姚曾說過若競選台北 市長第3名要退出政壇，但根據民調，姚的支持度都輸給柯、丁兩人 。對此，姚說「誓言就是誓言，不會改變」，強調會遵守誓言。

周玉蔻追問駐日代表謝長廷是否會因支持姚，甚至幫忙去打柯？姚 文智則認為，謝系沒有這種運作，且他是大使不需要做這種事。

談及未來民進黨議員找柯站台是否該開除黨籍，姚文智說，他會去 拜會每位議員，就連高嘉瑜都會去拜訪。李慶峰則說，找柯站台絕對 沒有空間，相信高嘉瑜、王威中會支持民進黨的候選人。

 "
374,Apple,公宅日照托嬰共構 北市開幕,2018,5,25,"【張潼／台北報導】

台北市松山區健康公宅今年開放抽籤，許多市民搶入住。北市府2 4日又宣布，與健康公宅共構的松山老人服務暨日照中心、托嬰中心 正式開幕，這是第一個社福設施與公宅共構的案例，未來台北市公宅 都會比照辦理，在低樓層設置社福設施，成為新的居住模式。

市長柯文哲昨出席聯合開幕典禮時指出，以前要為社福設施尋覓場 地十分困難，往往要到處拜託別人，「求人不如求己」，乾脆把公宅 低樓層空間拿來托嬰、托幼、托老，並建置社區居民活動中心。不僅 健康公宅，年底前還會有30個公宅開工，其中24個會比照此模式，希 望在4、5年內把所需要的社福設施建構完善。

柯文哲進一步說明，社會福利最重要的就是老人跟小孩，尤其再過 4、5年，台北市65歲以上高齡人口會超過20％，過去都是丟給外籍移 工，但按照這個增加比例，之後這模式應該要改變，否則會需要至少 30萬名移工照顧老人，顯然不切實際。

針對健康的老人，要讓他們有唱歌跳舞的地方，甚至用年輕人來帶 動，才能變得更年輕；至於需要照顧的老人，則需要日間照顧中心， 再加上現在敬老悠遊卡可以免費使用公車、捷運、YouBike、雙層巴 士等，都是鼓勵長輩要活就要動。

社會局也表示，此次開幕的健康托嬰中心可收托45名2歲以下幼兒 ，加上此次同步開幕的西湖托嬰中心，全市已有19處公辦民營托嬰中 心（大公托）、 36處社區公共托育家園（小家園），總共55處、提 供1217名嬰幼兒的收托量，年底前還會再增設1家大公托與14家小家 園。

 "
447,Apple,哀兵姿態打選戰 柯想抵押住家籌錢 妻冷戰3天,2018,5,25,"【張潼、陳燕珩、張立勳／台北報導】

又喊窮？台北市長柯文哲為籌選舉經費，將拿太太陳佩琪名下自家 房屋抵押貸款，讓陳佩琪氣到與他冷戰3天；對此，柯笑說已經解決 了，「不用說服，3天後氣消她就會幫忙了」。不過，此舉也讓外界 質疑，擁有高人氣的柯文哲要募款不是難事，但他頻宣稱「考慮抵押 住家」，爭取選民認同的意味恐更勝籌錢。

去年台北燈節落幕後，整場活動超支將近2000萬，為解決「錢坑」 ，柯文哲一度打算抵押房子還公家的錢，被妻子陳佩琪氣極怒罵「乾 脆離婚、你是不是腦袋不清楚？」時隔1年多，柯文哲又為年底選戰 打自家房子主意。

柯文哲4月份先透露，競選經費「拿人手短」，打算抵押住家以籌 措競選經費，昨又傳出，為選舉要拿房子貸款2000萬，陳佩琪氣到與 他冷戰3天。他在議會時坦言，房子還沒拿去抵押，但太太生氣3天後 已經同意了，如果真的因為選舉沒錢了，再跟爸爸借，台灣還是要有 一個政治新文化；他還說，今年打算比照2014年，不掛選舉看板，因 為「每天看柯文哲還看不夠嗎」，而且也沒錢做這個事。

柯文哲昨也被問到與民進黨、親民黨、無黨籍議員之間的關係，他 表示，原則上還是朋友要多、敵人要少，但綠營議員在自家提名人選 還沒出爐前，避諱與他同台也是正常的；至於親民黨6月份有一場造 勢活動，「應該會出席」，他跟宋楚瑜關係也很好，每1、2個月都會 見面。

相較與親民黨、無黨籍關係友好，民進黨籍北市副市長陳景峻昨在 議會坦言，他受柯市長信任進入市府工作，現在因柯綠分裂，讓他角 色尷尬，現在確實在思考要不要沉澱、休息一下。柯則認為，沒有人 會因討厭柯文哲而找老百姓算帳，把他的政策全打掉，市府會去溝通 ，沒那麼嚴重，「夫妻離婚後還是可成為生意上的夥伴。」他強調， 跟民進黨能合作還是盡量合作，不需要把對方想得太壞。

 "
522,Apple,市府到舊宗路 3.3公里要開45分鐘 公車大繞路 內湖塞車無解,2018,5,25,"【陳燕珩／台北報導】

內湖通勤族好辛苦！市議員高嘉瑜24日到內湖舊宗路一段會勘指出 ，該處到北市府3.3公里，開車只要7分鐘，搭公車卻要45分鐘起跳， 路線繞來繞去，捷運站轉乘又不便，民眾只好開車，難怪內湖交通永 遠無解。她要求市府比照新北市跳蛙公車，依市民需求規畫路線；對 此，公運處表示會研議通勤專車。

開車只要7分鐘

高嘉瑜指出，內湖有不少民眾每天到市府周邊上班，距離僅3.3公 里，從舊宗路一段開車過環東大道很快就能抵達，只需7分鐘，但公 車卻要先開到松山車站，繞行一大段，平均要花45分鐘以上，直達公 車每小時才1班，加上捷運站距離遙遠，民眾當然選擇開車，也難怪 內湖交通永遠塞到爆。

學跳蛙闢新路線

她以市長柯文哲家到北市府計算，距離4.2公里，開車13分鐘，搭 公車只要20分鐘，快速又便利，柯當然能天天搭公車上班。她直言， 市長身在福中，卻不知內湖通勤族的苦，以為推1280元定期票就能鼓 勵民眾搭公共運輸，但內湖人想搭沒得搭，通勤族苦不堪言。

高嘉瑜還說，內湖到公館開車也很快，搭公車卻一樣繞來繞去，內 湖人曾號召千份連署，要求市府開闢內湖到公館直達路線，最後卻以 業者沒意願打槍。反觀新北市推出跳蛙公車App，只要20人連署成功 ，就能開闢新的通勤路線，實在差很大，她要求市府盡快建立平台， 配合民眾需求規畫直達車。

公運處副處長尚錦堂表示，行經內湖的市區公車有119條，還有4條 幹線公車行經，業者基於成本考量，不太可能推出短程的一般路線， 但後續會朝設置通勤專車方向努力。另外，新北市跳蛙公車App中有 民眾提出4條台北市境內路線，內湖居民也可到App上連署，會依此徵 詢業者意願。

 "
590,Apple,重陽敬老不發現金 考慮透過敬老卡來做 拒絕深澳電廠 柯P不簽,2018,5,25,"【張立勳、陳燕珩／台北報導】

台北市長柯文哲24日被市議員要求對「拒絕深澳電廠」和「發放重 陽敬老金」表態，他都拒絕簽署，柯說，他認為最大的問題是政府沒 有公信力，台電數據大家都不相信；至於重陽敬老金還在思考，雖然 不發現金，但可透過敬老卡來做。

深澳燃煤電廠爭議不斷，柯文哲月初在議會專案報告時，他強調要 台電講清楚，才有辦法回答問題，議員吳志剛昨在市政總質詢時說， 燃煤發電對民眾健康有極大風險，呼籲柯文哲「雙北一家親」，一起 反對燃煤。

柯文哲說，雙北一定會合作，但深澳電廠牽涉核一、核二的停役問 題，核四是否永久不蓋？以及南電北送問題，專業問題還是要專業解 決。

議員陳炳甫表示，專業問題雖然是專業解決，但態度可以表達，民 進黨已決定年底選舉自推人選，他呼籲柯，這時候不要再期待民進黨 給善意，應做好市長本分，認為該做的就做。

柯文哲強調，這是很專業的題目，他沒有足夠資料研判，用天燃氣 比較乾淨但會比較貴，至於貴多少也不清楚，現在最大問題是政府沒 公信力，台電數據大家都不相信。

吳志剛、陳炳甫和議員王鴻薇、闕枚莎拿著「拒絕深澳電廠拒絕用 肺發電」連署看板要求柯文哲簽名，但柯文哲拒絕簽名，王鴻薇質疑 ，市長沒辦法和大家站在一起？遺憾市長拒簽，既然說政府沒公信力 就該拒絕。

此外，柯文哲取消重陽敬老金，引發長者眾怒，儘管民調因此驟降 ，仍堅持絕不「政策買票」，不過闕枚莎要他簽署「絕對不發重陽敬 老金」看板，讓長者徹底死心，柯卻不願意簽，僅說自己還在思考， 雖然不發現金，但可透過敬老卡來做，這部分還在研究，還有6個月 可以想。

 "
663,Apple,剩菜爭議雖合法 不懂政治危險 吳音寧太嫩 「專人照管」,2018,5,25,"【陳燕珩、張立勳、林縉明／台北報導】

北農總經理吳音寧用業務費買剩菜送往家鄉彰化溪州，挨批「公器 私用」，引發喧然大波，甚至遭台北地檢署調查。台北市長柯文哲2 4日在議會總質詢表示，他有找吳來詢問，其實過程一切合法，但她 就是太嫩了，不懂政治危險，他已要求北農主祕、顧問要看好吳音寧 。

不過，議員王鴻薇質疑，柯找來「保母」旁看管吳音寧，這並不是 正常公司會出現的狀況，若身為北農總經理還需人看管，是否考慮撤 換她？柯重申，吳音寧是菜鳥，找人把吳看好，現在就好很多，況且 人事案是農委會決定的。

議員何志偉問柯，是否願意發臉書替吳音寧講話？柯文哲為難表示 ，市府現在正在研擬雙北剩菜處理機制，等處理辦法寫出來，再到臉 書發文公布。

不過，吳音寧23日在個人粉絲專頁分享「拍賣員授證典禮」圖文， 感謝拍賣員辛勞，引來網友討論，有人批評吳只會做秀不會做事，連 宅神朱學恆也看圖說故事，「不管我在台北農產運銷多比你待了幾十 倍的時間，只要黨跟農陣支持你，我就得要向你低頭」，趁機酸吳音 寧沒能力。

有網友留言嘲諷「不專業的給專業員工授證，派一個專業的來好嗎 ？」有人則認為，正統授帽儀式不能讓拍賣員低頭，這樣只會顯示不 專業和權力的傲慢；還有網友開玩笑說，「這篇要選入國小教材，連 圖都配好了」。

 "
158,Apple,議員批北市府成競選總部 局處影片要有柯 觀傳局挨轟,2018,5,26,"【張立勳／台北報導】

台北市議員吳世正25日爆料，北市觀傳局舉辦局處首長90秒影片評 比大賽，要求讓市長柯文哲入鏡，並在年底選舉前完成，他痛批柯文 哲說要設法降低選舉費用，卻公私不分拿公帑做個人宣傳，觀傳局也 變成「網紅公司」；觀傳局澄清，沒有硬性規定局處要拍片。

淪選舉宣傳 鬧劇一場

觀傳局要求各局處在5至9月依提報拍攝90秒影片，上傳市府的「智 慧台北幸福生活」臉書，另還規畫人氣評比，11月初統計各影片瀏覽 數，11月中旬在市政會議公布報告。

吳世正說，觀傳局除要求拍片，還鼓勵各局處邀柯文哲入鏡，明顯 是幫市長打廣告，根本就是選舉宣傳，甚至點閱率高、按讚數多或分 享數多的影片，將提報市政會議獎勵，他質疑這樣論功行賞的做法， 恐怕淪為局處動員衝高人氣的一場鬧劇。

公務員抱怨 徒增冗事

他表示，公務人員為拍影片忙翻了，根本徒增冗事，公務人員變競 選人員，整個市府都是柯的競選總部，觀傳局變成「直播公司」、「 網紅公司」，市府公帑、公務員是要服務人民，不應該替市長競選和 做秀。

吳世正還說，柯文哲才講為選舉要抵押財產，減少競選支出很好， 但市府該做政策宣導，不是宣傳市長，分際要拿捏好，各局處市政宣 導不一定都跟市長有關係。

主祕澄清 非硬性規定

對此，觀傳局主祕蕭君杰澄清，觀傳局僅彙整影片及統計流量，各 局處政策宣傳影片的拍攝主題、腳本都尊重局處創意，絕無要求市長 一定要入鏡，執行廠商及經費也由各局處自行接洽。

 "
446,Apple,國民黨北市競選總幹事 丁守中覓將 點名蔣萬安很不錯,2018,5,26,"【林縉明、鄭舲／台北報導】

年底選舉倒數半年，國民黨台北市長參選人丁守中25日認為，立委 蔣萬安是不錯的競選總幹事人選；另方面，曾任台北市長柯文哲競選 總幹事的姚立明，表態願擔任民進黨立委姚文智參選市長的競選總幹 事，後又傳出他因健康因素，讓「姚姚配」恐破局，姚文智表示，他 今天將拜會姚立明，尋求兩人合作的方式。

面對綠營人選遲遲未定，丁守中仍勤跑基層爭取選票，昨被問到競 選總幹事人選，他先表示沒有特別想法，強調會與黨部溝通，選擇符 合眾望比較重要。不過，媒體追問蔣萬安是否適合，他說，蔣萬安是 不錯人選，但還沒討論過，下周將拜會黨籍立委，傾聽各界聲音再決 定。

外界憂心丁守中似乎沒有「丁家軍」相助，丁強調，過去擔任立委 主打政策服務，讓受益的社福團體、公會有感，每到選舉就會全力動 員，成為他最有力的依靠。

至於姚文智陣營，原本傳出姚立明願助他一臂之力，擔任姚文智競 選總幹事，但礙於健康因素，如今傳出「姚姚配」恐破局，姚文智表 示，姚立明確實身體有狀況，但不能解釋為破局，姚立明還是長期協 助他，他也非常感謝。

姚文智說，2個月前他和姚立明就聊過，他建議姚立明休息一陣子 後再全力協助，今天他會再拜會姚立明深談。兩人除了談選戰策略、 政見方向外，也會了解姚立明身體狀況是否能負擔競選總幹事職位， 如果真的沒辦法，再思考是否能找出別的職位，包括榮譽競選總幹事 也可以。

他強調，姚立明的立場很清楚，還是會在很多策略、看法上提供協 助。

 "
521,Apple,北市府「綠營借將」陸續歸隊 陳景峻心力交瘁 證實確有辭意,2018,5,26,"【張潼、張立勳／台北報導】

民進黨確定不禮讓台北市長柯文哲後，一向自詡扮演「白綠橋梁」 的民進黨籍副市長陳景峻，去留備受關注，陳景峻一改先前打算繼續 待在柯市府的態度，25日受訪時坦言，「心力交瘁」、「確有辭意」 。

白綠分手後，北市府3位民進黨籍首長去留格外受到外界關心，副 祕書長李文英開第一槍宣布請辭，民政局長藍世聰表態續留，而一直 扮演柯文哲與綠營間溝通窗口的陳景峻，第一天神隱未露面，但表態 在雙方合作完全破局前，仍會繼續擔任白綠協調角色。

不料，昨天突然傳出陳景峻將在28日請辭消息，他坦言，的確有辭 意，這段期間扮演這個角色讓他心力交瘁，需要休息、沉澱一下，一 切等民進黨中執會完成市長提名人選後，會對外完整說明。至於北農 董事長職位，他也不戀棧，「都辭掉也沒問題。」

民進黨議員許淑華爆料，柯文哲幕僚正在調查府內政務官、官股董 事代表有無綠營背景、有無和綠營交涉，已引起人心惶惶，就連幫助 柯文哲很多事情的陳景峻，「市府內部怎麼鬥他，我們都知道，根本 是白色恐怖！」

對此，陳景峻先是語帶無奈表示，柯對他重用、信任，他心有感激 ，施政也完全以市政、人民福祉為優先，若所有民眾都有這樣想法， 他就可以很快樂地跟市長一起打拚。

陳景峻回應許淑華的爆料說，請辭只是因為想休息；柯文哲則說， 不會啦，調查這個幹什麼？但還是會回去了解一下。不過，當陳景峻 被問到若請辭，會不會幫柯文哲輔選？陳景峻意有所指說，有需要的 話會，但「或許人家不需要我幫忙也說不定。」。

 "
589,Apple,松菸營運成效暴跌 正職員工暴增82人 議員批文基會 養柯P親信,2018,5,26,"【張潼／台北報導】

北市文化基金會成養人機關？議員許淑華25日質詢時指出，文基會 從北市長柯文哲上任至今，正職員工暴增82人，目前人事費用已占文 化局所有補助的近一半；雖然工作人員變多，但文基會負責營運管理 的松菸文創園區，倉庫參觀人次卻逐年下降，去年全年只剩下154萬 人次，比3年前257萬次減少100萬人次。

許淑華調閱資料發現，松菸倉庫參觀人次從2013年開館的76萬人次 ，隔年上漲至新高257萬人次，接著柯文哲上任後逐年遞減，分別是 2015年233萬、2016年180萬、去年154萬，連盈餘解繳給市庫，2013 至2016年平均每年有194萬，去年只剩下83萬。

反觀負責包括松菸園區在內多個場館營運的文基會工作人員人數， 卻逐年上升，柯2015年上任首年正職員工174人，到了今年已有256人 ，「跟一個文化局規模一樣大！」

不僅如此，文基會原設有1名執行長由文化局長擔任，柯文哲任內 將副執行長員額從1名增至2名，2016年他更安排幕僚、時任市府顧問 的張益贍擔任此職務，已經引發酬庸爭議。

許淑華昨進一步質疑，文基會正職員工暴增，人事費用占文化局全 年補助將近一半，卻未能將場館營運好，甚至要求他們募款籌經費， 張益贍還要求通融，希望將募款額度從1000萬降低至500萬。

對於議員質疑文基會人事，柯文哲表示，其中一名副執行長楊淑鈴 來自產業界，是專業經理人，主要業務都是她在處理。此話一出，許 淑華更加不滿，痛批沒人質疑楊的專業，問題在於張益贍，文基會現 在負責不少地方上的文化活動，這是否也是選舉考量？

對此，文化局長鍾永豐稱，張益贍擔任很多協調工作，柯文哲也護 航親信，強調楊淑鈴來自產業界，「怕政治上（有狀況）」，所以需 要另一名副執行長，「不會造成多大破壞」。不過，因議員要求檢驗 人事，所以回去還是會叫文基會到市長室做業務報告。

（吸菸有害健康）。

 "
232,Apple,民進黨台北市長提名明天確定 姚強打台灣價值 呂質疑松機遷移,2018,5,27,"【曾薏蘋、張潼／台北報導】

民進黨決定自提台北市長參選人，有意參選的立委姚文智及前副總 統呂秀蓮昨天舉行政見發表會，選對會於會後展開參考性民調，28日 選對會綜合評估後，開會確定人選；外界評估，姚文智出線機率大， 但就看「誰敢去給呂秀蓮的脖子上掛鈴鐺」。

呂秀蓮會前受訪，被問到斷交問題時表示，台北市長柯文哲的國際 經驗較不足，「他的中國經驗比我豐富，但國際經驗遠遠不足」。至 於坊間指，若邦交斷光，就能以台灣名義締結外交；呂秀蓮表示，「 這有點風涼話」，走到國外，哪個邦交國不稱我們台灣；斷交的朋友 不容易再交回來，千萬不要再講風涼話，別忘了還有很多邦交國大使 在台北。

兩人被問到，國民黨參選人丁守中表示，他的敵人只有柯文哲。呂 秀蓮說，因為民進黨人選還沒出來，丁守中可能不易評論。姚文智說 ，丁守中是候選人在叫陣，有什麼好理會。

昨天政見發表時，姚文智表示，有人認為台灣價值是意識形態，汙 衊談「台灣價值」是種綁架作為，但這些都錯了，因為有價值才有信 念，有信念才會產生抉擇；台北市未來是個價值選擇，要成為首都格 局，就要和縣市、中央合作，積極增取建設。

呂秀蓮則質疑姚文智的松山機場遷移政見，會讓防空識別區和領空 等國安漏洞，並阻礙台北市國際化等疑慮。姚文智表示，北台灣的衛 戌，可由新竹空軍基地來承擔。

柯文哲昨天被問到對民進黨這場政見發表會有何感想時，他表示， 沒什麼評論，每個人按照自己喜歡的方式努力就好。

 "
304,Apple,國民黨丁守中大罵柯挺「台獨的蔡英文」,2018,5,27,"【張潼／台北報導】

民進黨確定自提台北市長人選後，為避免綠營選票分散，外界認為 柯文哲開始爭取藍營選票，期待出現「棄丁保柯」效應。對此，國民 黨台北市長參選人丁守中表示，柯支持台獨的蔡英文總統連任，藍營 選票不會投過去，絕對不可能有棄保效應出現，況且，哪有民調最領 先被棄保的？他對台北市民有信心。

丁守中26日表示，若自己當市長，不只雙城論壇，還要多城，會跟 包括大陸或其他國家城市合作，台灣才能走出去；丁並透露，下周起 ，會開始拜訪黨籍立委與議員，請益對象也包括立委蔣萬安。他也透 露，蔣萬安是非常傑出、優秀的青年政治人物，很多人的確推薦找蔣 擔任競選總幹事，這部分雙方還沒談，下周會一併請益，至少先談一 下在蔣萬安的選區，市長選舉可以如何選，雙方互相合作。

雖然蔣萬安是否能擔任丁守中競選總幹事八字都還沒一撇，但這番 人事已被外界視為可望搶下青年選票，也很有話題性；反觀爭取連任 的柯文哲，競選總幹事人選至今仍沒有譜，柯昨天受訪時稱，先前沒 有特別去找，因為想把選舉成分壓到最低，努力做市政，但既然大家 問了，那就回去認真找。

 "
373,Apple,搖滾教父 要用教育顛覆台灣足球「慘業」 繼TMS之後 倪重華催生足球實驗學校,2018,5,27,"【朱真楷／台北報導】

在北市文化局長任內說服柯文哲，設立全台唯一培育影視音幕後人 才實驗機構的倪重華，又有驚人之舉。他打算比照西班牙模式催生首 座足球學校，要以教育為核心推動足球產業，且將朝向與影音教育放 在一起，讓運動與藝術融合。他說，計畫已獲北市教育局支持，盼最 快能在今年9月上路。

北市支持 運動融合藝術

2014年柯文哲入主北市府後，首波小內閣的大亮點，就是找來有搖 滾教父稱號的倪重華掌文化局。儘管上任年餘就請辭，但他笑說「T MS台北市影視音實驗教育機構做出來了，想做的做完了，怎麼有遺憾 」。

話雖如此，他對實驗教育的熱情，顯然沒因離開公部門消失。影視 音部分，目前兼任MIT音樂科技學院基金會董事長的他，已與澳洲首 屈一指的音樂學院「澳大利亞音樂學院」合作，將在7月針對青少年 開設「數位系統化電子音樂工作坊」，儘管課程短，但概念與TMS相 同，都在培育青少年音樂技術。

在音樂之外，目前倪重華著力最深的，就是與政府合作創辦足球學 校。

技術總監 遠渡重洋挖人

「台灣沒有足球文化，但有足球觀眾，所以需要有人把兩個串在一 起。」倪重華舉例，西班牙皇家足球協會的教育單位，有位教練Lui s去非洲茅利塔尼亞發展足球；當地人口僅400萬，窮到只有2個破足 球場，結果4年後在該教練穿針引線下建構出國家足球系統，讓茅利 塔尼亞在世界足球排名從140幾名拉到80幾，「前2、3個禮拜，體育 署就把這位教練找來了！」

倪重華說，目前想法希望能聘請Luis擔任國家足球技術總監，讓台 灣能照西班牙足球模式做軟硬體規畫。

在此同時，倪重華也已將足球學校想法與北市教育局溝通。他說， 已獲得市府支持，確定走實驗教育，主要希望能將既有學校轉型成足 球學校，不然也可先在學校開實驗班。

創新思維 建構產業系統

「100個小孩踢球，有1個可能成為職業球員，其他99個能在產業做 事」，因此他說，足球學校要教的就是產業所需的技術，包括培訓教 練、裁判、防護員、俱樂部管理、賽事管理、傳播等人才。

倪重華說，既是實驗教育，人才培養當然得創新，因此過去運動 員與藝術互不相容，他計畫在足球學校開設音樂課程，讓踢球的人也 懂藝術，「如果我小時候有這種學校多好，可惜沒有，所以我來做」 。

如今，倪重華2個就讀國中的兒子打算畢業後就讀TMS，「我剛聽到 的時候很排斥啊！但兒子跟我一樣，早上一睜開眼就是聽音樂，耳濡 目染有興趣，我想就讓兒子去做音樂也很好吧！」。

 "
