"","V1","V2","V3","Yao_JanFeblink$."
"t_time137","2017-11-29 14:33","影／藍營與柯P對戰民調 丁守中差距最小","  三年前的11月29號，柯文哲成功推倒藍綠高牆，以無黨籍之姿當選台北市長，但三年過去了，民進黨完全執政，和柯文哲的關係也不像2014，是否繼續和柯文哲合作，民進黨內部聲音不斷，而在當選三周年，柯文哲沒有特別的活動，一整天公開行程不斷，但都是托幼、觀光、里民守望相助等行程，選擇低調的過。 兒童說：「我有看過柯南。」台北市長柯文哲說：「你有看過柯南，你看過柯南跟我什麼關係。」 在當選三周年這天，台北市長柯文哲來到螢橋國中的非營利幼兒園繼續推動托幼政策，就連和幼童同樂時，都能神來一筆 想出競選口號。台北市長柯文哲說：「我都想好了，我明年競選口號，投票拚孫子。」 柯文哲早早擺出競選連任架式，但國民兩黨還是沒打算放棄台北市，柯文哲27號晚間到政大演講，說慶富案難查，因為藍綠都牽扯在裡面，再度挑動民進黨的敏感神經，立委段宜康更表示，如果民進黨2018繼續禮讓柯文哲，就是認同他的這番發言。 記者問：「新潮流一直說要推自己的候選人。」台北市長柯文哲說：「他們的戰術一向很靈活。」 即使和民進黨關係不若2014，民調顯示，柯文哲的滿意度過半，泛綠選民也有41%的人支持和他合作，希望行政院長賴清德參選的則有25%，在藍營方面，若拿柯文哲和日前宣布參選的國民黨前立委丁守中比較，柯文哲支持度只領先丁守中5.8%，再和上周因成功拖延一例一休出委員會的立委蔣萬安比，柯文哲的支持度上升到45.8%，領先蔣萬安的31%。 台北市長柯文哲說：「反正就是，對我來講就是每天把工作做好。」柯文哲對民調不置可否，離選舉還有一年，不管是大小市政的推行，或和政黨間的互動，都有可能影響整個選情。丁守中。圖／報系資料照分享  facebook   ","https://udn.com/news/story/10958/2846282"
"t_time138","2017-11-28 16:58","不滿國民黨初選模式 丁守中批：本末倒置","  國民黨台北市長參選人尚未確定，不過本月宣布參選的前立委丁守中今在臉書開砲，對於黨內的台北市長初選辦法，不以為然說，不辦政策辯論先做民調，本末倒置。 丁守中在臉書指出，國民黨已經輸到被人抄家滅產了，但躲在暗處放話的所謂黨內高層及黨務主管竟仍不知民意民主為何物，不覺社會外在氛圍，仍迷戀自己規劃指定的夢幻名單，甚至被民進黨設局主導議題而不自知。一場應有的公平初選，已變調成若干黨務主管放話的吹捧造神大會。 丁守中說，至於初選辦法，台北巿黨部主委宣布要在二月初做民調，再依民調結果協調黨內參選同志，協調不成再辦初選，這跟民主先進國家做法也背道而馳。 丁守中表示，全世界各國政黨初選，都是先辦好幾場電視辯論會，讓民眾清楚瞭解候選人對城市治理願景與政見，準備好了沒有。哪有本末倒置，不辦政策辯論，先做民調的？ 丁守中質疑，哪有候選人沒意願，反過來要黨部拼命勸進的？黨部這種做法本身就反民主，落實了選務不公的口實，更害了國民黨改革形象，難怪年輕人不喜歡國民黨，建議國民黨走民主改革的正道，比照先進民主國家，直接公平辦理有市政電視辯論的政黨初選，讓選民大眾瞭解各人市政抱負願景，再做民調才有意義。不滿國民黨初選模式，丁守中在臉書批「本末倒置」。圖／報系資料照分享  facebook   ","https://udn.com/news/story/10958/2844465"
"t_time139","2017-11-26 21:12","丁守中助租屋族 「容積獎勵」建新房"," 台北市長參選人丁守中認為柯文哲的社會住宅政策，不但一事無成，即使建了也把弱勢者標籤化。（照片為大龍峒公共住宅，photo by 北市都發局網站）分享  facebook   台北市長參選人丁守中25日批評柯文哲的社會住宅政策，不但一事無成，即使建了也把弱勢者標籤化。他建議可用「容積獎勵」的方式，獎勵建商在進行都更建案時，可多出50%的容積率，但必須回饋30%的房屋，交由社會企業或公益財團法人型態的公司監管，丁守中說，「如此一來，政府不必花一毛錢蓋新房，各處就能釋出大量的民間公寓用來出租。」  台北市長柯文哲剛上任時，為實現居住正義，宣示要斥資1300億元「蓋」2萬戶公共住宅。如今柯文哲即將任滿4週年，目前卻僅大同區大龍峒公共住宅及文山區興隆公共住宅2處完工，共計382戶出租。根據北市都發局估算，截至明年年底，將有3453戶公共住宅完工，與上任時喊出4年2萬戶的目標相比，達成率僅約17.2%。  「柯文哲的社會住宅策略完全錯誤。」丁守中表示，考察世界各國的社會住宅政策，都不會像柯文哲的做法，編列1300億預算，選擇在特定地點興建社會住宅，「這樣會把所有的社會住宅標籤化，反而讓大家認為是弱勢的族群住在一起，引起社區居民反彈。」  「各國的社會住宅都是『混居』型態。」丁守中進一步說明，政府可透過「容積獎勵」方式，獎勵建商在進行都更建案時，可多50%的容積率，但要求必須回饋其中30%的房屋，並將這些釋出的房屋交由社會企業或公益財團法人型態的公司監管，「可請民間像是律師工會、建築師工會、營造工會等組織的負責人，擔任這些社會企業的董事，監管這些出租房子，如此一來，政府根本不必花大把經費蓋新房，也有大量房子可以出租。」  丁守中認為，公共住宅最好是用「混居」的概念，才不會讓社會住宅標籤化，一方面能控制房價，一方面各處也將釋出大量的民間公寓可以出租，「否則柯文哲現在4年2萬戶的公共住宅政策擺明跳票，連蓋都蓋不出來。」 【更多精采內容，詳見】 ","https://udn.com/news/story/10958/2840831"
"t_time140",NA,"丁守中助租屋族 「容積獎勵」建新房"," 台北市長參選人丁守中認為柯文哲的社會住宅政策，不但一事無成，即使建了也把弱勢者標籤化。（照片為大龍峒公共住宅，photo by 北市都發局網站）facebook台北市長參選人丁守中25日批評柯文哲的社會住宅政策，不但一事無成，即使建了也把弱勢者標籤化。他建議可用「容積獎勵」的方式，獎勵建商在進行都更建案時，可多出50%的容積率，但必須回饋30%的房屋，交由社會企業或公益財團法人型態的公司監管，丁守中說，「如此一來，政府不必花一毛錢蓋新房，各處就能釋出大量的民間公寓用來出租。」  台北市長柯文哲剛上任時，為實現居住正義，宣示要斥資1300億元「蓋」2萬戶公共住宅。如今柯文哲即將任滿4週年，目前卻僅大同區大龍峒公共住宅及文山區興隆公共住宅2處完工，共計382戶出租。根據北市都發局估算，截至明年年底，將有3453戶公共住宅完工，與上任時喊出4年2萬戶的目標相比，達成率僅約17.2%。  「柯文哲的社會住宅策略完全錯誤。」丁守中表示，考察世界各國的社會住宅政策，都不會像柯文哲的做法，編列1300億預算，選擇在特定地點興建社會住宅，「這樣會把所有的社會住宅標籤化，反而讓大家認為是弱勢的族群住在一起，引起社區居民反彈。」  「各國的社會住宅都是『混居』型態。」丁守中進一步說明，政府可透過「容積獎勵」方式，獎勵建商在進行都更建案時，可多50%的容積率，但要求必須回饋其中30%的房屋，並將這些釋出的房屋交由社會企業或公益財團法人型態的公司監管，「可請民間像是律師工會、建築師工會、營造工會等組織的負責人，擔任這些社會企業的董事，監管這些出租房子，如此一來，政府根本不必花大把經費蓋新房，也有大量房子可以出租。」  丁守中認為，公共住宅最好是用「混居」的概念，才不會讓社會住宅標籤化，一方面能控制房價，一方面各處也將釋出大量的民間公寓可以出租，「否則柯文哲現在4年2萬戶的公共住宅政策擺明跳票，連蓋都蓋不出來。」 【更多精采內容，詳見】 ","https://house.udn.com/house/story/5886/2840831"
"t_time141","2017-11-26 10:56","國民黨重返執政？孫大千：北市初選要像選秀節目"," （翻攝孫大千臉書）分享  facebook   2018縣市長選舉逐步逼近，前國民黨立委孫大千認為國民黨若要重新振作，就要有所突破，且要走在民進黨前面。他提議國民黨台北市長的黨內初選應該要以政治選秀節目的形式進行，甚至要設置APP平台，開放專家學者和民眾提問，不但能吸引社會大眾的關注，也能以最透明、乾淨的方式選舉最適合參選的人選。 孫大千說他將用一個月的時間來完成設計這個黨內初選新賽制，將於12月5日推出首支說明影片，並在明年1月正式起跑。他表示，這個計畫將從台北市長黨內初選開始，也歡迎國民黨其他各縣市的黨內初選可以採用。 孫大千指出，他已向表態參選的前國民黨立委丁守中和總統府前副秘書長羅智強聊過，他們都表示支持。 孫大千今在臉書貼文，發表「國民黨 重返榮耀 初選革命新賽制」，希望能以耳目一新的黨內初選賽制為國民黨贏得人氣和選出最佳的人選。 孫大千強調，國民黨要改革不能讓大家認為只是光說不練，過去他建議黨中央但都等不到回應，現在他想主動設計一個新的初選賽制，有別於以往國民黨「搓湯圓」、勸退等作法，以透明、乾淨的方式選出最佳人選，打一場精彩的初選。 孫大千說，以這樣的賽制歡迎各路想參選的人馬來加入初選，不但能讓老將轉型，也能挖掘新人。他說，國民黨現在就像一家藝人有限的經紀公司，不是人數不夠，就是與時代脫節，利用這樣新的選制，不但邀請到老將、素人和新人，還能夠培養國民黨的新戰力。 他說就像歌唱比賽節目「星光大道」一樣，當時歌手蕭敬騰雖然是以魔王的身份出現在節目上，但後來的表現卻比參賽選手楊宗緯還要出色，可見就算參加的人沒有出線，最後也可能成為王牌。重要的是，他希望國民黨台北市長的初選要能夠有別於民進黨的台南市長初選，跳脫出放看板、海報等框架，不但增加國民黨的能見度，也要走在民進黨的前面。   ","https://udn.com/news/story/10958/2840345"
"t_time142","2017-11-25 23:41","探訪老兵 吳敦義親赴泰北異域","  國民黨主席吳敦義昨天在桃園機場搭機出訪菲律賓及泰國。 記者鄭超文／攝影分享  facebook    今年是國民黨建黨一百廿三周年，黨主席吳敦義昨天率團出訪菲律賓與泰國，並將親身踏上「異域」的土地，成為首位親訪美斯樂的黨主席，關心當年抗戰、為國犧牲奉獻的國軍老兵及其遺族生活狀況。 國民黨許多地方昨舉行黨慶活動，縣市長選舉也成為焦點，像立委蔣萬安出席北市黨部活動時，受到熱烈歡迎。被問及黨高層是否約談，蔣萬安說，「有見面，但沒有談到選舉」，對市長選舉仍保持低調。台北市黨部主委黃呂錦茹說，所有想要參選市長的人，市黨部陸續會去拜訪，蔣萬安並非第一個拜訪對象，之前見過丁守中和鄭麗文。 吳敦義說，國民黨有很多改革，年輕化一定要做，找回失聯黨員，首都也一定要贏回。前總統馬英九說，民國八十七年參選台北市長時，國民黨是在野黨，但他義無反顧，贏得選舉是靠一股氣，要有毅力決心。 國民黨基隆市黨部今年則號召近千人加入，昨宣誓入黨，副主席郝龍斌說，國父孫中山創黨時黨員才卅多人，現在唯有革新努力，國民黨才有希望。 國民黨下屆基隆市長可能人選，目前僅有移民署前署長謝立功成立辦公室表態；議長宋瑋莉接黨部主委後，也勤走基層爭取支持。 對於為何要前往泰國，吳敦義說，泰國北部黨員很多曾參加過八年抗戰，後來因為在動員戡亂下進入泰北，黨員一直盼望黨內能有重要人士前往。由於此行獲准，吳敦義也將成為首位前往美斯樂的國民黨主席。","https://udn.com/news/story/6656/2840099"
"t_time143","2017-11-25 17:57","影／蔣萬安戰北市？國民黨慶人氣高","   2018九合一選舉藍綠備戰，特別是首都台北市長人選備受矚目。新任台北市黨部主委黃呂錦茹負責操盤選戰，近來密集會見相關人士，包括呼聲很高的國民黨立委蔣萬安，儘管，兩人澄清，會面主要是聽取民代意見，沒觸及選舉議題。不過，前總統馬英九和黨主席吳敦義11月25號出席台北市黨部黨慶活動時，雙雙強調，首都選舉重中之重，牽動2020政權之戰。 國民黨台北市黨部慶祝建黨123周年活動，黨主席吳敦義入黨屆滿50年，前總統馬英九以卸任主席身分頒發晉齡證書，還跟昔日副手比入黨資歷。 馬英九：「我還沒有拿到(證書)，因為入黨才49年，他比我大兩歲，可是他入黨時已經大二，我入黨才高三，所以哪一個比較資深呢？」 黨內比資歷，黨外較量選舉實力，國民黨迎戰2018九合一選舉，特別鎖定首都之戰。馬英九：「民國87年，那個時候我參選台北市長，一樣我們也是在野黨，不過，那時候我們覺得義無反顧，最後我還是決定參選，我也贏得了選舉，我們希望大家準備好，把全黨的力量結合起來，打贏這場仗好不好？」吳敦義：「現在的首都台北市是重中之重，大家用最公平的機制挑選最有機會勝選的候選人，然後贏回首都，就有更多機會贏回全國。」 現任立委蔣萬安不僅黨內呼聲高，網路聲量技壓群雄，日前還與台北市黨部主委黃呂錦茹會面，但始終不願鬆口表態。國民黨台北市黨部主委黃呂錦茹：「我跟他沒有談到選舉。」蔣萬安也表示：「就是很禮貌性的見面，沒有具體談到任何有關明年選舉的事情。」 五度宣布參選的前立委丁守中更期盼制度公平。丁守中：「如果說他本身有意願的話，大家就透過公平的初選，那麼有公平的初選也能夠選出黨內最好的候選人。」 國民黨中央委員 連勝文：「不管誰代表國民黨參選，大家一定都要真心地支持，不要扯後腿，否則不管怎麼樣都會很辛苦。」 國民黨尚未啟動初選，已經有人呼籲團結，最後披上戰袍的人選，屆時勢必得正視整合問題。","https://udn.com/news/story/10958/2839518"
"t_time144","2017-11-25 13:25","國民黨黨慶 馬吳都來了蔣萬安人氣旺"," 國民黨台北市黨部暨信義區黨部聯合慶祝建黨123週年黨慶大會上午舉行，前總統馬英九、主席吳敦義都出席，立委蔣萬安到場(見圖)，引起婦女志工一陣騷動。 記者曾吉松、楊正海／攝影分享  facebook   國民黨台北市黨部暨信義區黨部聯合慶祝建黨123週年黨慶大會上午舉行，前總統馬英九、主席吳敦義都出席(見圖)，立委蔣萬安到場，引起婦女志工一陣騷動。 記者曾吉松、楊正海／攝影分享  facebook    中國國民黨台北市黨部上午慶祝建黨123周年，邀請馬英九前總統、主席吳敦義出席；黨內青壯派立委蔣萬安也到場，引起婦女志工一陣小騷動，競相合影，展現高人氣。外傳黨高層已經約他面商談選舉之事，蔣萬安說，有見面但沒有談到選舉。 台北市黨部主委黃呂錦茹說，所有想要參選的人，市黨部都會去拜訪，和蔣萬安見面時並沒有談到選舉。 至於何時啟動初選，黃呂錦茹說，現在還沒有正式開始。媒體問黃呂目前評估表態參選的誰最有勝算，黃呂表示，目前沒有定案，看起來表態的參選人優勢都不一樣，也都是台北市民所需要的。 目前已經陸續拜訪有意參選者，蔣萬安也並非第一個拜訪的對象，之前已經拜訪過丁守中和鄭麗文。 最後會不會徵召？黃呂錦茹說，沒有徵召問題，因為賢才備出，很多人要出來競選台北市長和議員，會按照黨內機制，先協商再初選。 台北市黨部上午在台北市議會地下室禮堂舉辦台北市黨部暨信義區黨部聯合慶祝建黨123周年黨慶大會，活動以「薪火相傳、團結再起」為主軸，邀請馬前總統、吳敦義參加，一致呼籲黨內團結，贏回執政、六都選舉和立法院席次。 ","https://udn.com/news/story/6656/2839067"
"t_time145","2017-11-25 11:22","新戰神蔣萬安現身黨慶 婦女志工騷動了"," 中國國民黨台北市黨部上午慶祝建黨123週年，邀請馬英九前總統、主席吳敦義出席；黨內青壯派立委蔣萬安也到場，引起婦女志工一陣小騷動，競相合影，展現高人氣。外傳黨高層已經約他面商談選舉之事，蔣萬安說，有見面沒有談到選舉。 是於是否有找蔣萬安談選台北市長，台北市黨部主委黃呂錦茹說，所有想要參選的人，市黨部都會去拜訪，和蔣萬安見面時並沒有談到選舉。 至於何時啟動初選，黃呂錦茹說，現在還沒有正式開始。媒體問黃呂目前評估表態參選的誰最有勝算，黃呂表示，目前沒有定案，看起來目前表態的參選人優勢都不一樣，也都是台北市民所需要的。目前已經陸續拜訪有意參選者，蔣萬安也並非第一個拜訪的對象，之前已經拜訪過丁守中和鄭麗文。 至於黨內最後會不會進行徵召，黃呂錦茹說，沒有徵召問題，因為賢才備出，很多人要出來競選台北市長和議員，會按照黨內機制，先進行協商再進行初選。 台北市黨部上午10時在台北市議會地下室禮堂舉辦台北市黨部暨信義區黨部聯合慶祝建黨123週年黨慶大會，活動以「薪火相傳、團結再起」為主軸，邀請馬英九前總統、吳敦義主席參加，一致呼籲黨內團結，贏回執政、六都選舉和立法院席次。國民黨黨慶 蔣萬安人氣旺。記者楊正海／攝影分享  facebook   國民黨黨慶 蔣萬安人氣旺。記者楊正海／攝影分享  facebook   ","https://udn.com/news/story/6656/2838946"
"t_time146","2017-11-24 11:51","被洪耀福評悲劇人物 丁守中怒：管好你沒出息的黨","   民進黨秘書長洪耀福對媒體說，丁守中雖宣布參選台北市長，但「丁守中是悲劇人物」，丁若要選，應該要有決心，喊出「我就是要參選到底」，有決心才能嚇退其他人；對此，丁守中在臉書批「只會算計的洪耀福閉上你的臭嘴」，還說民進黨任由台北市長柯文哲侮辱消遣，「管好你那最沒出息的黨吧」。 丁守中也諷民進黨，只為了一點政治利益的算計，不惜犧牲原則，任由柯文哲侮辱消遣、冷嘲熱諷，都能唾面自乾，可以說：「沒出息指數破表」。對姚文智等民進黨有心拚戰者及全體民進黨黨員也是侮辱。  丁守中說，洪耀福繼前陣子高捧蔣萬安後，最近竟然對他指三道四，誰看不出洪的那點算計心計。  民進黨秘書長洪耀福對媒體說「丁守中是悲劇人物」，丁守中在臉書批洪閉上臭嘴、管好沒出息的民進黨。圖／ 報系資料照分享  facebook   ","https://udn.com/news/story/10958/2837274"
"t_time147","2017-11-23 17:11","丁守中五度參選北市長 洪耀福點評：是個悲劇人物"," 民進黨祕書長洪耀福。聯合報系資料照分享  facebook   民進黨備戰2018年縣市長選舉，雙北選情仍是未知數，但國民黨最近動作頻頻，包括前立委丁守中已第五度宣布參選。民進黨秘書長洪耀福今天透露，國民黨主席吳敦義對各縣市提名人選已有口袋名單，他也直言，丁守中雖宣布參選台北市長，但「丁守中是悲劇人物」。 日前洪耀福曾點名國民黨有可能派立委蔣萬安出征2018年台北市長選舉，當時被批評是「黃鼠狼給雞拜年」，意圖讓蔣萬安這個人選見光死。但最近蔣萬安在立院為勞基法修法奮戰，動作漸大，被解讀參選機率頗高，洪耀福今天也打趣地回應，「國民黨要跟我道歉。」 談到國民黨的台北市長其他人選，洪耀福說，丁守中是悲劇人物，若要選，應該要有決心，喊出「我就是要參選到底」，有決心才能嚇退其他人，所謂「狹路相逢勇者勝」。 至於最近台北市長柯文哲指派副市長陳景峻南下探視前總統陳水扁，被解讀有與綠營和解的意味。對此洪耀福說，最近與柯沒有什麼接觸，政治之路應直道而行，有時候不要想太多，「不要好謀少斷。」","https://udn.com/news/story/10958/2835804"
"t_time148","2017-11-21 09:00","台北市長大戰「 iPhone、hTC、Nokia」暗喻誰？誰勝出？"," 國民黨立委蔣萬安被比喻為iPhone。 本報資料照片分享  facebook    有意參選台北市長的63歲前立委丁守中，被同樣表態參選的行政院前發言人鄭麗文喻為Nokia；39歲的國民黨立委蔣萬安則被節目主持人形容是iPhone。  一邊像Nokia、一邊是iPhone，不知誰有機會代表國民黨，和愛用hTC的58歲台北市長柯文哲對決。  倒是民進黨台北市議員王世堅酸說，柯文哲更像「中國山寨機」，國民黨則是「黑金剛」。   前立委丁守中昨接受電台專訪。 圖／Hit Fm《蔻蔻早餐》製作單位提供分享  facebook     鄭麗文表示，丁守中準備很多年，也夠格當台北市長，但政治很殘酷，每次都跟他擦身而過，若黨內最終真的提名丁守中，希望他不要再覺得Nokia很棒，必須更新進化。 前行政院發言人鄭麗文(右)昨接受電台專訪，強調自己有意投入台北市長選戰，預計本周將拜會國民黨主席吳敦義。 圖／《POP搶先爆》提供分享  facebook    鄭麗文說，iPhone打敗Nokia成為手機龍頭，不是因為iPhone本身很強，而是可以容納各種App。希望台北市能當iPhone X，而不是逐漸被淘汰的Nokia。  對於鄭麗文的「鼓勵」，丁守中昨天神回：「我現在用的是iPhone，手上還戴著Apple Watch」。言下之意可是「潮得很」，絕對不是守舊派。  丁守中還說，他畢生職志就是希望讓台北城市更好、更現代化，將用實事求是的精神，對抗台北市長柯文哲這種打嘴砲的政治人物。    鄭麗文昨天接受廣播媒體訪問，主持人黃光芹將蔣萬安比喻為時尚iPhone。鄭麗文說，國民黨中央委員連勝文當年參選前的民調也很高，蔣萬安還年輕，才剛從政，應該要給年輕人更多時間成長，不要「揠苗助長」。  鄭麗文還酸說，柯文哲3年來施政真是誤會一場，當年選台北市長的時候，市民因為求新求變，再加上對國民黨失望透頂，希望柯在沒有包袱情形下做出點成績，不料柯文哲施政常常都在走錯誤方向，白忙一場。   台北市長柯文哲愛用hTC。 本報資料照片分享  facebook    有趣的是，廣受年輕人喜愛的柯文哲卻愛用hTC，平時腰上繫著霹靂腰包，手機直接橫放在腰包中，拿出手機看訊息時，還要把眼鏡往上推，十足「老派」模樣，但他勇於嚐新、嗆辣敢言，不因老派作風影響年輕人的喜好。  不過王世堅酸說，柯文哲更像中國山寨機，看起來有很多先進功能，但一切都是假的，都是抄襲；國民黨也不是Nokia，而是體型跟磚塊沒兩樣的「黑金剛」，完全沒有更新進步。柯文哲光環已經消退，大家就是看衰，才會接二連三有人表態要參選。 domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v366"";var actCode = ""v366"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2018042601', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});  ","https://udn.com/news/story/10958/2830092"
"t_time149",NA,"台北市長大戰「 iPhone、hTC、Nokia」暗喻誰？ 何人勝出？"," 國民黨立委蔣萬安被比喻為iPhone。 本報資料照片facebook 有意參選台北市長的63歲前立委丁守中，被同樣表態參選的行政院前發言人鄭麗文喻為Nokia；39歲的國民黨立委蔣萬安則被節目主持人形容是iPhone。  一邊像Nokia、一邊是iPhone，不知誰有機會代表國民黨，和愛用hTC的58歲台北市長柯文哲對決。  倒是民進黨台北市議員王世堅酸說，柯文哲更像「中國山寨機」，國民黨則是「黑金剛」。   前立委丁守中昨接受電台專訪。 圖／Hit Fm《蔻蔻早餐》製作單位提供facebook  鄭麗文表示，丁守中準備很多年，也夠格當台北市長，但政治很殘酷，每次都跟他擦身而過，若黨內最終真的提名丁守中，希望他不要再覺得Nokia很棒，必須更新進化。 前行政院發言人鄭麗文(右)昨接受電台專訪，強調自己有意投入台北市長選戰，預計本周將拜會國民黨主席吳敦義。 圖／《POP搶先爆》提供facebook 鄭麗文說，iPhone打敗Nokia成為手機龍頭，不是因為iPhone本身很強，而是可以容納各種App。希望台北市能當iPhone X，而不是逐漸被淘汰的Nokia。  對於鄭麗文的「鼓勵」，丁守中昨天神回：「我現在用的是iPhone，手上還戴著Apple Watch」。言下之意可是「潮得很」，絕對不是守舊派。  丁守中還說，他畢生職志就是希望讓台北城市更好、更現代化，將用實事求是的精神，對抗台北市長柯文哲這種打嘴砲的政治人物。    鄭麗文昨天接受廣播媒體訪問，主持人黃光芹將蔣萬安比喻為時尚iPhone。鄭麗文說，國民黨中央委員連勝文當年參選前的民調也很高，蔣萬安還年輕，才剛從政，應該要給年輕人更多時間成長，不要「揠苗助長」。  鄭麗文還酸說，柯文哲3年來施政真是誤會一場，當年選台北市長的時候，市民因為求新求變，再加上對國民黨失望透頂，希望柯在沒有包袱情形下做出點成績，不料柯文哲施政常常都在走錯誤方向，白忙一場。   台北市長柯文哲愛用hTC。 本報資料照片facebook 有趣的是，廣受年輕人喜愛的柯文哲卻愛用hTC，平時腰上繫著霹靂腰包，手機直接橫放在腰包中，拿出手機看訊息時，還要把眼鏡往上推，十足「老派」模樣，但他勇於嚐新、嗆辣敢言，不因老派作風影響年輕人的喜好。  不過王世堅酸說，柯文哲更像中國山寨機，看起來有很多先進功能，但一切都是假的，都是抄襲；國民黨也不是Nokia，而是體型跟磚塊沒兩樣的「黑金剛」，完全沒有更新進步。柯文哲光環已經消退，大家就是看衰，才會接二連三有人表態要參選。  domready(function() {
 if ( !countDownStatus ) getCountdown();
 if ( !highChartsStatus ) getHighcharts();
 });
 domready(function() {
 var channelId = 1004;
 var actArea = ""poll_at_story_0_v366"";
 var actCode = ""v366"";
 var actTemplate = """";
 var elemDiv = document.createElement('div');
 elemDiv.id = actArea;
 elemDiv.className = 'vote_body area';
 var scr = document.getElementById(actArea+'_script');
 scr.parentNode.insertBefore(elemDiv, scr);
 $.getScript('//j.udn.com.tw/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {
 actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');
 $.ajaxSetup({ cache: true });
 $.getScript('//j.udn.com.tw/func/js/' + actTemplate + '_min.js?20161104', function() {
 $.ajaxSetup({ cache: false });
 piepkg();
 loadTemplateJs(actTemplate);
 eval(actTemplate + 'view(""' + '#' + actArea + '"");');
 });
 });
 });  ","https://theme.udn.com/theme/story/6773/2830092"
"t_time150","2017-11-21 00:16","重陽發敬老金 柯文哲再嗆：積非成是","  台北市柯文哲大砍重陽敬老金，還批評「發重陽敬老金是買票行為」，引發全台縣市首長砲轟。柯文哲昨再嗆發敬老金是「積非成是」，明明都知道不對，但還是照做。 「買票說」遭到各界批評，柯文哲昨表示，這個很有趣，沒有人敢出來大聲講說「不發重陽敬老金是對的」，大家都顧左右而言他，大家心裡都知道發敬老金不對，但積非成是，很難處理。國際扶輪社世界年會2021年將在台灣舉辦，預計有4萬人來台，台北市長柯文哲卻語出驚人稱「4萬隻肥羊」，遭質疑再度失言，柯文哲說是「小小失言」。記者邱瓊玉／攝影分享  facebook    柯文哲還說，今年諾貝爾經濟學獎談的就是行為經濟學，所謂「流失的反感」，當民眾發現現有的東西被拿掉，反感程度要兩倍補償才拿得回來。 柯文哲前天受邀出席國際扶輪社活動時，對於台灣爭取「2021年國際扶輪社世界年會」主辦權，屆時預估4萬人與會，柯語出驚人稱「4萬隻肥羊」，4萬個有錢人要來台北，當然要狠狠撈一把，「讓他們信用卡刷到爆」。 網友批評柯又失言，也有人認為柯只是講話太真。前立委丁守中昨批評，柯文哲缺乏同理心、關懷心和人文素養，有很多不得體的行為，國際扶輪社友還沒來台灣，卻聽到柯文哲這樣定位，觀感還會好嗎？ 對於各方批評，柯文哲昨表示，他是「小小失言」，主要是後面還要加一句，4萬人的信用卡刷到爆，讓這麼多有錢人來台灣之後，再把親友帶來玩。 ","https://udn.com/news/story/7323/2830211"
"t_time151","2017-11-20 22:54","表態參選北市 丁守中、鄭麗文同聲批柯文哲"," 丁守中昨接受電台專訪，強調自己相較於台北市長柯文哲，或許確實沒有魅力，卻是實實在在做事情的人。 圖／Hit Fm蔻蔻早餐製作單位提供分享  facebook    台北市長柯文哲快嘴罵遍藍綠縣市，引發各地反彈。不僅要選台北市長的前立委丁守中、行政院前發言人鄭麗文都在批柯；連要選桃園市長的國民黨陣營，砲火也掃到柯文哲。對此，柯文哲昨說，每個人都可以講喜歡講的話，我們就做自己喜歡做的事情。 丁守中、鄭麗文昨天接受廣播媒體專訪，兩人表態參選台北市長，矛頭都對準柯文哲。 丁守中說，相較於柯文哲，他或許比較沒有魅力，但他是實在做事的人，將用實事求是，對抗柯文哲打嘴砲的政治人物。柯喜歡討好鄉民，逞口舌之快，沒有核心價值，過去墨綠挺台獨，現在又說兩岸一家親；柯過去支持前總統陳水扁，現在又自爆扁裝病。 丁也說，民進黨早就被柯文哲綁架，因為擔心2020年大選柯來攪局，都不敢得罪柯，「民進黨沒出息指數破表」。 鄭麗文表態參選台北市長。 圖／聯合報系資料照片分享  facebook    鄭麗文表示，台北市民因為求新求變，再加上對國民黨失望透頂，將希望投射給柯文哲，結果這3年來是誤會一場；柯文哲2020年一定會出來選總統，不然幹嘛一直找高雄市長陳菊麻煩，柯不是在選台北市長，而是在為選總統鋪路。 對立委蔣萬安是否為明年大選夢幻名單，丁守中說，黨主席吳敦義已否認有此名單，希望有公平的黨內初選機制，「夢幻名單是很封建的做法」。 鄭麗文說，蔣萬安才剛從政，若派小朋友去打艱困選戰，大人很不負責任，呼籲黨中央不要揠苗助長。 前立委楊麗環昨天宣布投入桃園市長國民黨內初選，到場聲援的國民黨桃園市黨部副主委于北辰說，桃園升格後預算增加，但市長鄭文燦沒有好好利用，鄭最大的缺點就是沒有優點；楊麗環願意站出來值得肯定，不像民進黨「讓賢」，沒人敢挑戰柯文哲。 ","https://udn.com/news/story/10958/2830110"
